,brand,model,product_name,price,rating,shipping,url
13,ONDA,GTX 1050,ONDA GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti GAMING 4GD5 4GB 128-Bit GDDR5 PCI Express 3.0 x16 Standard ATX Video Card Gaming Graphics Card GTX 1050TI GPU,$153.89 (2 Offers)–,,Free Shipping,https://www.newegg.com/onda-geforce-gtx-1050-ti-1050ti-gaming-4gd5/p/1FT-009N-00001?Description=GTX
14,MSI,GTX 1050,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 Ti GAMING X 4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready ATX Video Card,$229.99 –,,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1050-ti-gtx-1050-ti-gaming-x-4g/p/1FT-0009-001N1?Description=GTX
15,MSI,GTX 1050,MSI GeForce GTX 1050 Ti DirectX 12 GTX 1050 TI 4GT LP 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Low Profile Video Card,$219.99 –,,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1050-ti-gtx-1050-ti-4gt-lp/p/1FT-0009-001P4?Description=GTX
16,MSI,GTX 1050,MSI GeForce GTX 1050 Ti DirectX 12 4GB GDDR5 Video Card GTX 1050 TI 4GT LP,$228.59 –,,Free Shipping,https://www.newegg.com/geforce-gtx-1050-ti-4gt-lp/p/1FT-0009-004H0?Description=GTX
17,PNY,GTX 1050,"PNY GeForce GTX 970 Graphic Card - 1.05 GHz Core - 4 GB GDDR5 - PCI Express 3.0 x16 - 7010 MHz Memory Clock - 256 bit Bus Width - 4096 x 2160 - G-sync - Fan Cooler - OpenGL 4.4, OpenCL, DirectX ...",$299.00 (2 Offers)–,,Free Shipping,https://www.newegg.com/pny-geforce-gtx-970-vcggtx9704xpb/p/1DW-000M-000A9?Description=GTX
18,Coolfans,GTX 1050,Gigabyte GV-N105TD5-4GD Geforce GTX 1050 Ti 4GB GDDR5 128 Bit PCI-E Graphic Card,$255.49 –,,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1050-ti-gv-n105td5-4gd/p/1FT-009W-00005?Description=GTX
19,EVGA,GTX 1050,"EVGA GeForce GTX 970 04G-P4-2972-KR 4GB GAMING w/ACX 2.0, Silent Cooling Graphics Card",$469.00 –,4,Free Shipping,https://www.newegg.com/evga-geforce-gtx-970-04g-p4-2972-kr/p/N82E16814487075?Description=GTX
20,EVGA,GTX 1050,EVGA GeForce GTX 970 DirectX 12 04G-P4-3973-KR 4GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,$469.00 –,4,Free Shipping,https://www.newegg.com/evga-geforce-gtx-970-04g-p4-3973-kr/p/N82E16814487136?Description=GTX
21,ZOTAC,GTX 1050,ZOTAC GeForce GTX 1050 DirectX 12 ZT-P10500A-10L 2GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Mini Video Card,,4,Free Shipping,https://www.newegg.com/zotac-geforce-gtx-1050-zt-p10500a-10l/p/N82E16814500412?Description=GTX
22,EVGA,GTX 1050,"EVGA GeForce GTX 1050 SC GAMING, 03G-P4-6153-KR, 3GB GDDR5, ACX 2.0 (Single Fan)",$262.81 –,5,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1050-03g-p4-6153-kr/p/N82E16814487400?Description=GTX
23,ASUS,GTX 1050,ASUS GeForce GTX 1050 Ti DirectX 12 DUAL-GTX1050TI-O4G 4GB 128-Bit GDDR5 PCI Express 3.0 HDCP Ready Video Card,,4,$20.00 Shipping,https://www.newegg.com/asus-geforce-gtx-1050-ti-dual-gtx1050ti-o4g/p/N82E16814126172?Description=GTX
24,ASUS,GTX 1050,"ASUS Cerberus GeForce GTX 1050 Ti 4GB GDDR5 Gaming Graphics Card, CERBERUS-GTX1050TI-A4G",$350.99 (2 Offers)–,,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1050-ti-cerberus-gtx1050ti-o4g/p/1FT-000Y-00277?Description=GTX
25,EVGA,GTX 1050,EVGA GeForce GTX 970 DirectX 12 04G-P4-2976-KR 4GB 256-Bit GDDR5 PCI Express 3.0 SLI Support ACX 2.0 Video Card,$390.00 –,,Free Shipping,https://www.newegg.com/evga-geforce-gtx-970-04g-p4-2976-kr/p/1FT-001K-00350?Description=GTX
26,EVGA,GTX 1050,EVGA GeForce GTX 1050 Ti SC 4GB GDDR5 04G-P4-6253-KR Video Graphic Card GPU,$199.00 –,,Special Shipping,https://www.newegg.com/evga-geforce-gtx-1050-ti/p/1FT-001K-00728?Description=GTX
27,EVGA,GTX 1050,EVGA GeForce GTX 1050 Ti SSC GAMING ACX 3.0 Graphics Card 04G-P4-6255-KR,$337.49 (2 Offers)–,,Free Shipping,https://www.newegg.com/evga-04g-p4-6255-kr/p/1FT-001K-00741?Description=GTX
