,brand,model,product_name,price,rating,shipping,url
0,EVGA,GTX 970,"EVGA GeForce GTX 970 04G-P4-2978-KR 4GB FTW GAMING w/ACX 2.0, Silent Cooling Graphics Card",$469.00 (1 Offers)–,4,Free Shipping,https://www.newegg.com/evga-geforce-gtx-970-04g-p4-2978-kr/p/N82E16814487077?Description=gtx
1,GIGABYTE,GTX 970,"GIGABYTE GeForce GTX 970 4GB G1 GAMING OC EDITION, GV-N970G1 GAMING-4GD",$459.00 (1 Offers)–,4,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-970-gv-n970g1-gaming-4gd/p/N82E16814125684?Description=gtx
2,ASUS,GTX 970,ASUS GeForce GTX 970 STRIX-GTX970-DC2OC-4GD5 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support G-SYNC Support Video Card,$454.99 –,4,Free Shipping,https://www.newegg.com/asus-geforce-gtx-970-strix-gtx970-dc2oc-4gd5/p/N82E16814121940?Description=gtx
3,MSI,GTX 970,MSI GeForce GTX 970 GAMING 100ME,$510.00 (1 Offers)–,5,Free Shipping,https://www.newegg.com/msi-geforce-gtx-970-gtx-970-gaming-100me/p/N82E16814127850?Description=gtx
4,MSI,GTX 970,MSI GeForce GTX 970 DirectX 12 GTX 970 GAMING LE 100ME 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support ATX GAMING LE 100 Million Edition Video Card,$510.00 (1 Offers)–,5,Free Shipping,https://www.newegg.com/msi-geforce-gtx-970-gtx-970-gaming-le-100me/p/N82E16814127900?Description=gtx
5,ASUS,GTX 970,ASUS GeForce GTX 970 TURBO-GTX970-OC-4GD5 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,$419.00 (1 Offers)–,4,Free Shipping,https://www.newegg.com/asus-geforce-gtx-970-turbo-gtx970-oc-4gd5/p/N82E16814121926?Description=gtx
6,MSI,GTX 970,MSI GeForce GTX 970 DirectX 12 GTX 970 GAMING 4G 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support G-SYNC Support Video Card,$395.99 (2 Offers)–,,Free Shipping,https://www.newegg.com/msi-geforce-gtx-970-gtx-970-gaming-4g/p/N82E16814137189?Description=gtx
7,MSI,GTX 970,MSI GeForce GTX 970 DirectX 12 GTX 970 GAMING 4G LE 4GB 256-Bit GDDR5 HDCP Ready SLI Support ATX Video Card,$360.00 (2 Offers)–,,Free Shipping,https://www.newegg.com/msi-geforce-gtx-970-gtx-970-gaming-4g-le/p/N82E16814137190?Description=gtx
8,GIGABYTE,GTX 970,GIGABYTE GTX 970 GV-N970G1 4GD GAMING OC Edition GeForce 4GB 256-Bit GDDR5 PCI Express 3.0 SLI Support Video Card - Certified Refurbished,$375.00 –,5,$12.00 Shipping,https://www.newegg.com/gigabyte-geforce-gtx-970-gv-n970g1-gaming-4gd/p/N82E16814125788?Description=gtx
9,MSI,GTX 970,MSI GeForce GTX 970 4GD5T OC Video Card,$538.99 (2 Offers)–,4,Free Shipping,https://www.newegg.com/msi-geforce-gtx-970-vdgtx9704gd5toc/p/N82E16814127966?Description=gtx
10,MSI,GTX 970,MSI GeForce GTX 970 GAMING 100ME,$584.99 –,,Free Shipping,https://www.newegg.com/msi-geforce-gtx-970-vdgtx970gm100me/p/N82E16814127975?Description=gtx
11,MSI,GTX 970,MSI GeForce GTX 970 GAMING 4G LE,$360.00 (2 Offers)–,,Free Shipping,https://www.newegg.com/msi-geforce-gtx-970-vdgtx970gm4gle/p/N82E16814127984?Description=gtx
12,MSI,GTX 970,MSI GeForce GTX 970 DirectX 12 VDGTX970GM4G 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$360.00 (2 Offers)–,,Free Shipping,https://www.newegg.com/msi-geforce-gtx-970-vdgtx970gm4g/p/N82E16814137044?Description=gtx
13,MSI,GTX 970,MSI GeForce GTX 970 DirectX 12 GTX 970 GAMING LE 100ME GAMING LE 100 Million Edition Video Card,$399.00 (2 Offers)–,,Free Shipping,https://www.newegg.com/msi-geforce-gtx-970-gtx-970-gaming-le-100me/p/N82E16814137087?Description=gtx
14,MSI,GTX 970,MSI GeForce GTX 970 4GD5T OC,$445.00 (1 Offers)–,4,Free Shipping,https://www.newegg.com/msi-geforce-gtx-970-gtx-970-4gd5t-oc/p/N82E16814127833?Description=gtx
15,MSI,GTX 970,MSI GeForce GTX 970 GAMING 4G LE,$485.00 (1 Offers)–,4,Free Shipping,https://www.newegg.com/msi-geforce-gtx-970-gtx-970-gaming-4g-le/p/N82E16814127841?Description=gtx
16,GIGABYTE,GTX 970,GIGABYTE GeForce GTX 970 DirectX 12 GV-N970WF3OC-4GD (rev. 1.0/1.1) 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support ATX G-SYNC Support Video Card,$459.00 –,4,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-970-gv-n970wf3oc-4gd/p/N82E16814125685?Description=gtx
17,GIGABYTE,GTX 970,"GIGABYTE GeForce GTX 970 4GB Mini ITX OC EDITION, GV-N970IXOC-4GD",,3,$4.49 Shipping,https://www.newegg.com/gigabyte-geforce-gtx-970-gv-n970ixoc-4gd/p/N82E16814125706?Description=gtx
