brand,model,product_name,price,rating,shipping,url,3D VISION Game Ready ,Boost Clock ,Brand ,CUDA Cores ,Card Dimensions (L x H) ,Chipset Manufacturer ,Cooler ,Core Clock ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,Edition ,Effective Memory Clock ,Features ,Form Factor ,GPU ,GPU Series ,HDCP Ready ,HDMI ,Interface ,Mac Edition ,Max GPU Length ,Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,Multi-Monitor Support ,OpenGL ,Operating Systems Supported ,Option ,Package Contents ,Power Connector ,RAMDAC ,SLI Support ,Series ,Shader Clock ,Slot Width ,Stream Processors ,System Requirements ,Thermal Design Power ,Virtual Reality Ready 
MSI,GTX 1080,MSI GTX 1080 Ti GAMING X TRIO GeForce GTX 1080 Ti Graphic Card - 1.57 GHz Core - 1.68 GHz Boost Clock - 11 GB GDDR5X,"$1,049.00 (2 Offers)–",,Free Shipping,https://www.newegg.com/p/1FT-0009-00165?Description=GTX,,['1.68 GHz'],['MSI'],,,['NVIDIA'],,['1.57 GHz'],['Yes'],"['September 25, 2020']",,['Yes'],['Yes'],,,,['Plug-in Card'],['GTX 1080 Ti'],,,['Yes'],,,,,['352-Bit'],['11GB'],['GDDR5X'],,,['OpenGL'],,['GTX 1080'],,,,,['GTX 10'],,,,,,
EVGA,GTX 1080,"EVGA GeForce GTX 1080 Ti FTW3 GAMING, 11G-P4-6696-KR 11GB, GDDR5X, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M Video Graphics Card","$1,120.00 –",4,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6696-kr/p/1FT-001K-002R9?Description=GTX,,['N/A'],['EVGA'],['3584'],"['11.80"" x 5.62""']",['NVIDIA'],['Triple Fans'],['1569 MHz'],['1 x Dual-Link DVI-D'],"['October 30, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11016 MHz'],,,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['300 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6696-KR'],['4'],['OpenGL 4.6'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64bit']",['GTX 1080 Ti FTW3'],,['2 x 8-Pin or 6+2-Pin'],,['SLI Ready'],,,['Dual Slot'],,"['600 Watts or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['250W'],['Yes']
EVGA,GTX 1080,"EVGA GeForce GTX 1080 Ti iCX GAMING, 11G-P4-6591-KR, 11GB GDDR5X, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M","$1,029.00 (1 Offers)–",5,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6591-kr/p/N82E16814487376?Description=GTX,,['1582 MHz'],['EVGA'],['3584'],"['10.60"" x 4.66""']",['NVIDIA'],['Double Fans'],['1480 MHz'],['1 x Dual-Link DVI'],"['May 15, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11016 MHz'],"['Featuring a total of 11 global patents (pending and granted), iCX from EVGA is efficiency perfected. With 9 additional sensors embedded on the PCB, a newly designed die\xadcast baseplate and backplate, purposefullydirected airflow chambers, and full control using EVGA Precision XOC, EVGA\'s iCX is the very definition of Interactive Cooling.With PC gaming growing, it is important to provide ""Peace of Mind Gaming"" to the user. With EVGA\'s new iCX technology, users can have a better understanding of their card\'s operation. This includes temperature monitoring on key components (not just GPU), interaction with other devices and better cooling with asynchronous fan control providing better overclocking capabilities.With EVGA iCX technology, a new era of PC gaming is here.iCX Technology - Peace of Mind Gaming- 9 additional temp sensors to monitor memory and PWN- Full monitoring and control with EVGA Precision XOC- Safety fuse to protect components from damage due to improper installation or other component failures- GPU / Memory / PWM Thermal Status Indicator LEDs- Customizable RGB LED']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['270 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6591-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64bit, Windows 8 32/64bit, Windows 7 32/64 bit']",,,['1 x 8-Pin & 1 x 6-Pin'],,['2-Way SLI'],,,['Dual Slot'],,"['600W or greater power supplyPCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot']",['250W'],['Yes']
PNY,GTX 1080,PNY GeForce GTX 1080 Ti FE DirectX 12 VCGGTX1080T11PB-FE 11GB 352-Bit GDDR5X PCI Express 3.0 x16 Video Card,"$1,029.00 (1 Offers)–",5,Free Shipping,https://www.newegg.com/pny-geforce-gtx-1080-ti-fe-vcggtx1080t11pb-fe/p/N82E16814133648?Description=GTX,,['1582 MHz'],['PNY'],['3584'],"['10.50"" x 4.38""']",['NVIDIA'],['Single Fan'],,,"['April 09, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],,,,"[""The GeForce GTX 1080 Ti is NVIDIA's new flagship gaming GPU, based on the NVIDIA Pascal architecture. The latest addition to the ultimate gaming platform, this card is packed with extreme gaming horsepower, next-gen 11 Gbps GDDR5X memory, and a massive 11GB frame buffer. #GameReady Discover unrivaled gaming, powered by NVIDIA Pascal - the world's most advanced GPU architecture. GeForce GTX 1080 Ti features massive gaming horsepower with 3584 NVIDIA CUDA cores and 12 billion transistors. This means you can count on up to 3X the performance of previous-generation graphics cards, plus breakthrough gaming technologies and VR experiences.- This powerful new card includes 3584 NVIDIA CUDA cores and a massive 11GB frame buffer, delivering 35% faster performance than the GeForce GTX 1080. - Get up to 3X the performance and power efficiency of previous-generation NVIDIA Maxwell GPUs. - Revolutionary NVIDIA G-SYNC display technology gives you smoother frame delivery and reduced latency in even the most challenging games. - Enjoy the fastest, smoothest, most power-efficient gaming experiences with ultra-fast FinFET and high-speed GDDR5X technologies, plus support for DirectX 12 features. - Tap into advanced graphics technologies like 4K, HDR, and NVIDIA GameWorks for a more interactive and cinematic experience, as well as incredibly smooth gameplay. - NVIDIA VRWorks technologies give you low latency, plug-and-play compatibility, and amazing performance that lets you hear and feel every VR moment. - The GeForce GTX 1080 Ti is meticulously crafted to offer superior heat dissipation using an advanced vapor chamber and premium materials, so it runs as cool as it looks. - This is ultimate GeForce, backed by an unmatched heritage in high-performance PC gaming, unbeatable support, and the complete GeForce platform of breakthrough technologies. These include everything from GeForce Experience and Game Ready drivers to NVIDIA G-SYNC technology.""]",,['GeForce GTX 1080 Ti FE'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['267 mm'],,['352-Bit'],['11GB'],['GDDR5X'],['VCGGTX1080T11PB-FE'],,,,,,['1 x 6-pin1 x 8-pin'],,,,,['Dual Slot'],,['Power and Thermal: 250W'],,['Yes']
EVGA,GTX 1080,EVGA GeForce GTX 1080 Ti DirectX 12 11G-P4-6796-K4 11GB 352-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card,"$1,199.00 –",5,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6796-k4/p/N82E16814487382?Description=GTX,,['1683 MHz'],['EVGA'],['3584'],"['11.80"" x 5.62""']",['NVIDIA'],['Triple Fans'],['1569 MHz'],['1 x Dual-Link DVI-D'],"['December 14, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11000 to 11016 MHz'],"['Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 APIVulkan APIOpenGL 4.5 SupportMax Digital Resolution - 7680x4320HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCAsynchronous Fans9 additional temp sensors to monitor Memory and VRMGPU / Memory / PWM Thermal Status Indicator LEDsNew vented heatsink fin design and pin fins for optimized airflowSafety fuse to protect components from damage due to improper installation or other component failuresRedesigned cooling with L-shaped contact fins to improve contact surface area for better heat dissipationEVGA iCX Technology']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['300 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6796-K4'],['4'],['OpenGL 4.5'],"['Windows 10 32/64-bit, Windows 8 32/64-bit, Windows 7 32/64-bit']",,,['2 x 8-Pin\xa0or 2 x 6+2-Pin'],,['2-Way SLI'],,,['Dual Slot'],,"['600W or greater power supply.PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['250W'],['Yes']
EVGA,GTX 1080,"EVGA GeForce GTX 1080 Ti FTW3 ELITE GAMING WHITE, 11G-P4-6796-K1, 11GB GDDR5X, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M","$1,259.00 –",5,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6796-k1/p/N82E16814487397?Description=GTX,,['1683 MHz'],['EVGA'],['3584'],"['11.80"" x 5.62""']",['NVIDIA'],['Triple Fans'],['1569 MHz'],['1 x Dual-Link DVI-D'],"['December 14, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['11016 MHz'],"['9 additional temp sensors to monitor Memory and VRMAsynchronous FansBuilt for EVGA Precision XOCEVGA iCX TechnologyGPU / Memory / PWM Thermal StatusIndicator LEDsHDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIMax Digital Resolution - 7680x4320Microsoft DirectX 12 APINew vented heatsink fin design and pin fins for optimized airflowNVIDIA AnselNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0NVIDIA SLI w/ HB Bridge SupportOpenGL 4.6 SupportRedesigned cooling with L-shaped contact fins to improve contact surface area for better heat dissipationSafety fuse to protect components from damage due to improper installation or other component failuresSimultaneous Multi-ProjectionVR ReadyVulkan API']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,['300 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6796-K1'],['4'],['OpenGL 4.6'],,,,,,['SLI Ready'],,,['Dual Slot'],,"['600-Watt or greater power supply****PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slotTwo available 8-pin or 6+2-pin PCI-E power donglesWindows 10 32/64-bit, Windows 8 32/64-bit, Windows 7 32/64-bit****Minimum system power requirement based on a PC configured with an Intel Core i7 3.2 GHz processor']",['250W'],['Yes']
GIGABYTE,GTX 1080,"GIGABYTE GeForce GTX 1080 AORUS 8GB DirectX 12 GV-N1080AORUS-8GD R2 256-Bit GDDR5X PCI Express 3.0 x16 Video Card, GV-N1080AORUS-8GD R2",$830.00 –,4,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1080-gv-n1080aorus-8gd-r2/p/N82E16814125969?Description=GTX,,['1873 MHz in OC Mode1847 MHz in Gaming Mode'],['GIGABYTE'],,"['11.30"" x 5.51""']",['NVIDIA'],['Triple Fans'],['1733 MHz in OC Mode1708 MHz in Gaming Mode'],['1 x Dual-link DVI-D'],"['May 29, 2019']",['DirectX 12'],['3 x DisplayPort'],['Yes'],,['10010 MHz'],['Powered by GeForce GTX 1080WINDFORCE Stack 3 x 100mm fans cooling systemAORUS VR Link provides the best VR experienceAdvanced Copper Back Plate CoolingRGB fusion - 16.7M customizable color lightingStylish Metal Back PlateTitan X-grade Chokes and Capacitors for Extreme DurabilityIntuitive AORUS Graphics Engine'],['ATX'],['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,['3 x HDMI'],['PCI Express 3.0 x16'],,['287 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['GV-N1080AORUS-8GD R2'],['4'],['OpenGL 4.5'],,,,['2 x 8-Pin'],,,['AORUS'],,['2.5-slot'],['2560 Stream Processors'],['Recommended PSU: 500W'],['180W'],['Yes']
EVGA,GTX 1080,"EVGA GeForce GTX 1080 Ti Black Edition GAMING, 11G-P4-6391-KR, 11GB GDDR5X, iCX Cooler & LED","$1,029.00 –",4,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6391-kr/p/N82E16814487375?Description=GTX,,['1582 MHz'],['EVGA'],['3584'],"['10.50"" x 4.38""']",['NVIDIA'],['Double Fans'],['1480 MHz'],['1 x Dual-Link DVI'],"['November 05, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11000 MHz'],"[""EVGA Geforce GTX 1080 Ti Gaming is the ultimate video card.- Experience next-gen performance with the new NVIDIA Pascal Architecture.- Built with 11Gbps GDDR5X memory and massive 11GB frame buffer for unrivaled performance.- Delivers best VR performance, the lowest latency, and plug-and-play compatibility with leading headsets.- Perfect your card's performance with the included FREE EVGA Precision XOC overclocking tool.- 24/7 U.S. Based Technical Support and Warranty Services.""]",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0'],,['267 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6391-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64 bit, Windows 8 32/64 bit, Windows 7 32/64 bit']",,,['1 x 8-Pin\xa0& 1 x 6-Pin'],,['2-Way SLI'],,,['Dual Slot'],,"['600W or greater power supply.PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['250W'],['Yes']
ASUS,GTX 1080,ASUS ROG Strix GeForce GTX 1080 8GB 11Gbps OC Edition VR Ready HDMI DP DVI Gaming Graphics Card (ROG-STRIX-GTX1080-O8G-11GPBS),$799.00 –,4,Free Shipping,https://www.newegg.com/asus-geforce-gtx-1080-strix-gtx1080-o8g-11gbps/p/N82E16814126201?Description=GTX,,['1860 MHz (OC Mode)1835 MHz (Gaming Mode)'],['ASUS'],['2560'],"['11.73"" x 5.28""']",['NVIDIA'],['Triple Fans'],['1721 MHz (OC Mode)1695 MHz (Gaming Mode)'],['1 x DVI-D'],"['November 09, 2018']",,['2 x DisplayPort 1.4'],['Yes'],,['11100 MHz (OC Mode)11010 MHz (Gaming Mode)'],['ROG Strix GeForce GTX 1080 OC edition 8GB 11Gbps GDDR5X with ASUS Aura Sync for best VR and 4K gaming- MaxContact Technology and 2.5-Slot Width for the coolest and quietest gaming performance.- Patented Wing-Blade Fan Design with IP5X dust-resistance for longer fan lifespan.- NVIDIA ANSEL for a revolutionary new way to capture in-game screenshots.- ASUS FanConnect II for optimal cooling performance.- Industry Only Auto-Extreme Technology with Super Alloy Power II delivers premium quality and best reliability.- ASUS Aura Sync for perfect RGB LED synchronization.- VR-friendly HDMI ports let you enjoy VR experiences anytime without having to swap cables.- GPU Tweak II with XSplit Gamecaster provides intuitive performance tweaking and real-time streaming.'],,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['2 x HDMI 2.0'],['PCI Express 3.0'],,['298 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['STRIX-GTX1080-O8G-11GBPS'],,['OpenGL 4.5'],,,['Accessories:1 x ROG Velcro Hook & Loop1 x Power cable'],['1 x 6-pin1 x 8-pin'],,,['ROG'],,['2.5-Slot'],,,['180W'],['Yes']
EVGA,GTX 1080,EVGA GeForce GTX 1080 Ti FTW3 DT DirectX 12 11G-P4-6694-KR 11GB 352-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card,"$1,029.00 –",4,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6694-kr/p/N82E16814487381?Description=GTX,,['1582 MHz'],['EVGA'],['3584'],"['11.80"" x 5.62""']",['NVIDIA'],['Triple Fans'],['1480 MHz'],['1 x Dual-Link DVI-D'],"['November 30, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11016 MHz'],"['Dual BIOS SupportSimultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 APIOpenGL 4.6 SupportMax Digital Resolution - 7680x4320HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCAsynchronous Fans9 additional temp sensors to monitor Memory and VRMGPU / Memory / PWM Thermal Status Indicator LEDsNew vented heatsink fin design and pin fins for optimized airflowSafety fuse to protect components from damage due to improper installation or other component failuresRedesigned cooling with L-shaped contact fins to improve contact surface area for better heat dissipationEVGA iCX Technology']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['300 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6694-KR'],['4'],['OpenGL 4.6'],"['Windows 10 32/64-bit, Windows 8 32/64-bit, Windows 7 32/64-bit']",,,['Two available 8-pin or 6+2-pin PCI-E power dongles'],,['SLI Ready'],,,['Dual Slot'],,"['600W or greater power supply.PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.Total Power Draw: 280W.']",['250W'],['Yes']
MSI,GTX 1080,MSI GEFORCE GTX 1080 TI AERO 11G OC  NVIDIA GeForce GTX 1080 Ti AERO 11G OC 11GB GDDR5X HDMI/3DisplayPort PCI-Express Video Card,"$1,029.00 –",,Free Shipping,https://www.newegg.com/p/0RN-009H-00013?Description=GTX,,,,,,,,,,"['November 15, 2018']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNY,GTX 1080,PNY GeForce GTX 1080 DirectX 12 VCGGTX10808XGPB-OC2 8GB 256-Bit GDDR5X PCI Express 3.0 x16 SLI Support Video Card,$799.00 (1 Offers)–,4,Free Shipping,https://www.newegg.com/pny-geforce-gtx-1080-vcggtx10808xgpb-oc2/p/N82E16814133732?Description=GTX,,['1759 MHz'],['PNY'],['2560'],"['10.50"" x 4.40""']",['NVIDIA'],['Double Fans'],['1620 MHz'],['1 x DL-DVI-D'],"['February 22, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,,['Factory OverclockedPNY Silent XLR8 Triple CoolerSimultaneous Multi-ProjectionVR ReadyNVIDIA Ansel SupportNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 SupportVulkan API SupportOpen GL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680x4320 @ 60Hz*3 x DisplayPort 1.4HDMI 2.0bDL-DVI* 7680x4320 @ 60Hz RGB8-bit with dual DisplayPort connectors or 7680x4320 @ 60Hz YUV420 8-bit with DisplayPort 1.3 connector.'],,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0b'],['PCI Express 3.0 x16'],,['267 mm'],['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['VCGGTX10808XGPB-OC2'],,['OpenGL 4.5'],"['Microsoft Windows 10, Windows 8, Windows 7, Linux, FreeBSDx86']",,,['8-Pin'],,['SLI HB Bridge Supported'],,,['Dual Slot'],,['TDP: 180WMinimum System Requirements:PCI Express-compliant motherboard with one double-width x16 graphics slotOne 8-pin PCI Express supplementary power connectorMinimum 500W or greater system power supply*300MB of available hard-disk space2GB system memory (4GB or higher recommended)Internet connection*** Recommendation is made based on PC configured with an Intel Core i7 3.2 GHz processor. Pre-built system may require less power depending on system configuration.** Graphics Card driver is not included in the box; GeForce Experience will download the latest GeForce driver from the Internet after install.'],['180W'],['Yes']
EVGA,GTX 1080,EVGA GeForce GTX 1080 Ti DirectX 12 11G-P4-6798-KR 11GB 352-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card - K|NGP|N GAMING,"$1,490.00 –",4,Free Shipping,https://www.newegg.com/evga-geforce-gtx-1080-ti-11g-p4-6798-kr/p/N82E16814487380?Description=GTX,,['1695 MHz'],['EVGA'],['3584'],"['11.80"" x 5.62""']",['NVIDIA'],['Triple Fans'],['1582 MHz'],['1 x Dual-Link DVI-D'],"['November 19, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['11016 MHz'],"['Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 APIVulkan APIOpenGL 4.5 SupportMax Digital Resolution - 7680 x 4320HDMI 2.0b, DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCAsynchronous Fans9 additional temp sensors to monitor Memory and VRMGPU / Memory / PWM Thermal Status Indicator LEDsNew vented heatsink fin design and pin fins for optimized airflowSafety fuse to protect components from damage due to improper installation or other component failuresRedesigned cooling with L-shaped contact fins to improve contact surface area for better heat dissipationEVGA iCX Technology']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0b'],['PCI Express 3.0'],,['300 mm'],['7680 x 4320'],['352-Bit'],['11GB'],['GDDR5X'],['11G-P4-6798-KR'],['4'],['OpenGL 4.5'],"['Windows 10 32/64-bit, Windows 8 32/64-bit, Windows 7 32/64-bit']",,,['Two available 8-pin or 6+2-pin PCI-E power dongles'],,['2-Way SLI'],,,['Dual Slot'],,"['600W or greater power supply.PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.']",['250W'],['Yes']
MSI,GTX 1080,MSI GeForce GTX 1080 DirectX 12 GTX 1080 DUKE 8G OC 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Cards,$799.00 –,,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-gtx-1080-duke-8g-oc/p/1FT-007W-00001?Description=GTX,,['1847 MHz'],['MSI'],,,['NVIDIA'],['Triple Fans'],['1708 MHz'],['1 x DVI'],"['March 11, 2019']",['DirectX 12'],['3 x DisplayPort 1.4'],['Yes'],,['10108 MHz'],,,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],['Yes'],['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['GTX 1080 DUKE 8G OC'],['4'],['OpenGL 4.5'],['Power consumption: 180W Recommended PSU: 500W'],,,['6-Pin / 8-Pin'],,['2-Way SLI'],['GTX 1080 DUKE 8G OC'],,,,,['180W'],['Yes']
MSI,GTX 1080,MSI GTX 1080 Ti Founders Edition Graphic Cards GTX 1080 Ti Founders Edition,"$1,029.00 (1 Offers)–",,Free Shipping,https://www.newegg.com/p/1B4-00PP-003A2?Description=GTX,,,,,,,,,,"['February 21, 2020']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI,GTX 1080,MSI GAMING GeFroce GTX 1080 Ti 11GB GDRR5X DirectX 12 352-bit VR Ready Graphics Card (GTX 1080 TI GAMING X 11G),"$1,029.00 –",,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-ti-gaming-x-11g/p/1FT-0009-001D3?Description=GTX,,['1683 MHz (OC Mode) 1657 MHz (Gaming Mode) 1582 MHz (Silent Mode)'],['MSI'],['3584'],,['NVIDIA'],['Double Fans'],['1569 MHz (OC Mode) 1544 MHz (Gaming Mode) 1480 MHz (Silent Mode)'],['1 x DVI'],"['December 21, 2018']",['DirectX 12'],['2 x DisplayPort 1.4'],,,['11124 MHz (OC Mode) 11016 MHz (Gaming / Silent )'],"['The Ultimate GAMING: TWIN FROZR VI - Smooth Heat Pipes: Squared shape at bottom maximize heat transfer from the copper base plate. - Zero Frozr: Stopping the fan in low-load situations, keeping a noise-free environment. - Airflow Control: Technology Deflectors thrusts air onto heat pipes for lower temperatures and better gaming.  TORX FAN 2.0: Supremely silent - Dispersion fan blade: Steeper curved blade accelerating the airflow. - Traditional fan blade: Provides steady airflow to massive heat sink below. - Double ball bearing: Strong and lasting core for years of smooth gaming.  Gaming App - Instant Performance Gain: Unlock extra performance or keep your card silent during light use in one click. - LED control: Full control on your RGB GAMING LEDs to set the mood.  2.5-Slot Width']",,['GeForce GTX 1080 Ti'],['NVIDIA GeForce GTX 10 Series'],,['2 x HDMI 2.0'],['PCI Express 3.0 x16'],,,,['352-Bit'],['11GB'],['GDDR5X'],['GeForce GTX 1080 Ti GAMING X 11G'],['2'],['OpenGL 4.5'],,,,,,,['GeForce GTX 1080 Ti GAMING X 11G'],,,,['Power consumption: 250W Recommended PSU: 600W'],['250W'],
MSI,GTX 1080,MSI Gaming GeForce GTX 1080 8GB GDDR5X SLI DirectX 12 VR Ready Graphics Card (GTX 1080 GAMING X 8G),$799.00 –,,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1080-gtx-1080-gaming-x-8g/p/1FT-0009-001D4?Description=GTX,,['1847 MHz (OC Mode) 1822 MHz (Gaming Mode) 1733 MHz (Silent Mode)'],['MSI'],['2560'],,['NVIDIA'],['Double Fans'],['1708 MHz (OC Mode) 1683 MHz (Gaming Mode) 1607 MHz (Silent Mode)'],,"['December 21, 2018']",['DirectX 12'],['3 x DisplayPort 1.4'],,,['10108 MHz (OC Mode) 10010 MHz (Gaming Mode) 10010 MHz (Silent Mode)'],"['The Ultimate GAMING: TWIN FROZR VI  - Smooth Heat Pipes Squared shape at bottommaximize heat transfer from the copper base plate. - Zero Frozr Stopping the fan in low-load situations, keeping a noise-free environment. - Airflow Control Technology Deflectors thrusts air onto heat pipes for lower temperatures and better gaming.  TORX FAN 2.0: Supremely silent  - Dispersion fan blade Steeper curved blade accelerating the airflow. - Traditional fan blade Provides steady airflow to massive heatsink below. - Double ball bearing Strong and lasting core for years of smooth gaming.  Gaming App  - Instant Performance Gain Unlock extra performance or keep your card silent during light use in one click. - LED control Full control on your RGB GAMING LEDs to set the mood. - Mobile APP Control your graphics card from your phone.']",,['GeForce GTX 1080'],['NVIDIA GeForce GTX 10 Series'],,['1 x HDMI 2.0'],['PCI Express 3.0 x16'],,,['7680 x 4320'],['256-Bit'],['8GB'],['GDDR5X'],['GTX 1080 GAMING X 8G'],['4'],['OpenGL 4.5'],,['GTX 1080 GAMING X 8G'],,,,['2-Way SLI'],,,,,['Power consumption: 180W Recommended Power Supply: 500W'],['180W'],['Yes']
