Brand ,CUDA Cores ,Chipset Manufacturer ,Cooler ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,GPU ,GPU Series ,HDMI ,Height (mm),Interface ,Length (mm),Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,OpenGL ,SLI Support ,Slot Width ,base model name,boost clock (MHz),core clock (MHz),memory clock (MHz),number of reviews,price,product_name,rating
EVGA,4352,NVIDIA,Triple Fans,NONE,"September 03, 2020",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080 Ti,NVIDIA GeForce RTX 20 Series,1 x HDMI 2.0b,139.192,PCI Express 3.0,302.006,7680 x 4320,352-Bit,11GB,GDDR6,11G-P4-2487-KR,OpenGL 4.5,2-way NVIDIA NVLINK,2.75 Slots,RTX 2080,1755.0,1830.0,14000.0,34.0,"1,850.00","EVGA GeForce RTX 2080 Ti FTW3 ULTRA GAMING, 11G-P4-2487-KR, 11GB GDDR6, iCX2 & RGB LED",5
ASUS,2944,NVIDIA,Single Fan,NONE,"October 28, 2020",DirectX 12,2 x DisplayPort 1.4,NONE,GeForce RTX 2080,NVIDIA GeForce RTX 20 Series,1 x HDMI 2.0b,114.046,PCI Express 3.0,268.986,7680 x 4320,256-Bit,8GB,GDDR6,TURBO-RTX2080-8G,OpenGL 4.5,SLI Ready,2.7-slot,RTX 2080,1740.0,1515.0,14000.0,7.0,"1,190.00",ASUS GeForce RTX 2080 8G Turbo Edition GDDR6 HDMI DP 1.4 USB Type-C Graphics Card (TURBO-RTX2080-8G),4
ASUS,2944,NVIDIA,Triple Fans,NONE,"October 07, 2020",DirectX 12,2 x DisplayPort 1.4,NONE,GeForce RTX 2080,NVIDIA GeForce RTX 20 Series,2 x HDMI 2.0b,130.30200000000002,PCI Express 3.0,299.72,7680 x 4320,256-Bit,8GB,GDDR6,ROG-STRIX-RTX2080-8G-GAMING,OpenGL 4.5,SLI Ready,2.7-slot,RTX 2080,1740.0,1515.0,14000.0,0.0,699.99,ASUS ROG STRIX GeForce RTX 2080 8G GDDR6 HDMI DP 1.4 USB Type-C Gaming Graphics Card (ROG-STRIX-RTX2080-8G-GAMING),4
GIGABYTE,3072,NVIDIA,WATERFORCE Water Block,NONE,"October 10, 2020",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 20 Series,3 x HDMI 2.0b,159.004,PCI Express 3.0 x16,291.338,7680 x 4320 @ 60 Hz,256-Bit,8GB,GDDR6,GV-N208SAORUS WB-8GC,OpenGL 4.5,2-way NVIDIA NVLINK,Dual Slot,RTX 2080,0.0,1860.0,15500.0,8.0,"1,489.99",GIGABYTE AORUS GeForce RTX 2080 SUPER DirectX 12 GV-N208SAORUS WB-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,4
GIGABYTE,3072,NVIDIA,WATERFORCE Water Block,NONE,"October 22, 2020",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 20 Series,1 x HDMI 2.0b,136.90599999999998,PCI Express 3.0 x16,266.954,7680 x 4320 @ 60 Hz,256-Bit,8GB,GDDR6,GV-N208SGAMINGOC WB-8GD,OpenGL 4.6,2-way NVIDIA NVLINK,Dual Slot,RTX 2080,0.0,1845.0,15500.0,17.0,"1,142.90",GIGABYTE GeForce RTX 2080 SUPER DirectX 12 GV-N208SGAMINGOC WB-8GD 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,3
ASUS,3072,NVIDIA,Double Fans,NONE,"October 27, 2020",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 20 Series,1 x HDMI 2.0b,118.11,PCI Express 3.0,266.954,7680 x 4320,256-Bit,8GB,GDDR6,DUAL-RTX2080S-O8G-EVO-V2,OpenGL 4.6,SLI Ready,2.7-slot,RTX 2080,1860.0,1845.0,15500.0,17.0,"1,217.96",ASUS Dual GeForce RTX 2080 SUPER DUAL-RTX2080S-O8G-EVO-V2 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card,4
GIGABYTE,3072,NVIDIA,WATERFORCE,NONE,"October 22, 2020",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 20 Series,3 x HDMI 2.0b,131.064,PCI Express 3.0 x16,290.068,7680 x 4320 @ 60 Hz,256-Bit,8GB,GDDR6,GV-N208SAORUS W-8GC,OpenGL 4.5,2-way NVIDIA NVLINK,Dual Slot,RTX 2080,0.0,1860.0,15500.0,247.0,"1,399.99",GIGABYTE AORUS GeForce RTX 2080 SUPER DirectX 12 GV-N208SAORUS W-8GC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,4
EVGA,3072,NVIDIA,Double Fans,NONE,"July 18, 2019",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 20 Series,1 x HDMI 2.0b,111.252,PCI Express 3.0,269.748,7680 x 4320,256-Bit,8GB,GDDR6,08G-P4-3183-KR,OpenGL 4.5,2-Way SLI,2.75 Slots,RTX 2080,1845.0,1860.0,15500.0,40.0,"1,479.99","EVGA GeForce RTX 2080 SUPER XC ULTRA GAMING Video Card, 08G-P4-3183-KR, 8GB GDDR6, RGB LED, Metal Backplate",5
EVGA,4352,NVIDIA,Triple Fans,NONE,"September 25, 2020",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080 Ti,NVIDIA GeForce RTX 20 Series,1 x HDMI 2.0b,139.192,PCI Express 3.0,302.006,7680 x 4320,352-Bit,11GB,GDDR6,11G-P4-2487-RX,OpenGL 4.6,SLI Ready,2.75 Slots,RTX 2080,1755.0,1860.0,14000.0,2.0,"1,530.00","EVGA GeForce RTX 2080 Ti FTW3 ULTRA GAMING, 11G-P4-2487-RX, 11GB GDDR6, iCX2 & RGB LED Video Cards",3
GIGABYTE,4352,NVIDIA,Triple Fans,NONE,"October 06, 2020",DirectX 12,3 x DisplayPort,NONE,GeForce RTX 2080 Ti,NVIDIA GeForce RTX 20 Series,1 x HDMI,139.192,PCI Express 3.0 x4,302.006,7680 x 4320,256-Bit,11GB,GDDR6,GV-N208TIXEB-11GC,OpenGL 4.5,2-way NVIDIA NVLINK,Dual Slot,RTX 2080,0.0,1545.0,14000.0,8.0,"2,272.90",GIGABYTE AORUS GeForce RTX 2080 Ti DirectX 12 GV-N208TIXEB-11GC 11GB 256-Bit GDDR6 PCI Express 3.0 x4 SLI Support ATX Gaming Box,5
ASUS,4352,NVIDIA,Triple Fans,NONE,"October 28, 2020",DirectX 12,2 x DisplayPort 1.4,NONE,GeForce RTX 2080 Ti,NVIDIA GeForce RTX 20 Series,2 x HDMI 2.0b,130.30200000000002,PCI Express 3.0,304.7999999999999,7680 x 4320,352-Bit,11GB,GDDR6,ROG-STRIX-RTX2080TI-A11G-GAMING,OpenGL 4.5,SLI Ready,2.7-slot,RTX 2080,1590.0,1350.0,14000.0,883.0,"1,674.97",ASUS ROG Strix GeForce RTX 2080 Ti DirectX 12 ROG-STRIX-RTX2080TI-A11G-GAMING 11GB 352-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card,3
ASUS,2944,NVIDIA,Double Fans,NONE,"October 02, 2018",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080,NVIDIA GeForce RTX 20 Series,1 x HDMI 2.0b,113.53799999999998,PCI Express 3.0,267.462,7680 x 4320,256-Bit,8GB,GDDR6,DUAL-RTX2080-O8G,OpenGL 4.5,SLI Ready,2.7-slot,RTX 2080,1830.0,1515.0,14000.0,20.0,"1,137.87",ASUS GeForce RTX 2080 Overclocked 8G GDDR6 Dual-Fan Edition VR Ready HDMI DP 1.4 USB Type-C Graphics Card (DUAL-RTX2080-O8G),4
ASUS,3072,NVIDIA,Triple Fans,NONE,"July 31, 2020",DirectX 12,2 x DisplayPort 1.4,NONE,GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 20 Series,2 x HDMI 2.0b,129.54,PCI Express 3.0,304.7999999999999,7680 x 4320,256-Bit,8GB,GDDR6,ROG-STRIX-RTX2080S-O8G-WHITE-GAMING,OpenGL 4.6,SLI Ready,2.7 Slots,RTX 2080,1890.0,1650.0,15.0,0.0,"1,399.99",ASUS ROG STRIX GeForce RTX 2080 SUPER ROG-STRIX-RTX2080S-O8G-WHITE-GAMING 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card,5
ASUS,4352,NVIDIA,Triple Fans,NONE,"October 07, 2020",DirectX 12,2 x DisplayPort 1.4,NONE,GeForce RTX 2080 Ti,NVIDIA GeForce RTX 20 Series,2 x HDMI 2.0b,129.54,PCI Express 3.0,304.7999999999999,7680 x 4320,352-Bit,11GB,GDDR6,ROG-STRIX-RTX2080TI-O11G-WHITE-GAMING,OpenGL 4.6,SLI Ready,2.7 Slot,RTX 2080,1770.0,1350.0,14800.0,0.0,"1,799.99",ASUS ROG STRIX GeForce RTX 2080 TI Overclocked O11G GDDR6 HDMI DP 1.4 USB Type-c  (ROG-STRIX-RTX2080TI-O11G-WHITE-GAMING),5
PNY,4352,NVIDIA,Single Fan,NONE,"August 03, 2020",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080 Ti,NVIDIA GeForce RTX 20 Series,1 x HDMI 2.0b,112.014,PCI Express 3.0,268.986,7680 x 4320,352-Bit,11GB,GDDR6,VCG2080T11BLPPB,OpenGL 4.5,NVLink 2-Way,Dual Slot,RTX 2080,1545.0,1350.0,14.0,1.0,"1,799.00",PNY GeForce RTX 2080 Ti 11GB Blower 352-Bit GDDR6 PCI Express 3.0 SLI Support Video Card,5
GIGABYTE,4352,NVIDIA,WINDFORCE Stack,NONE,"October 29, 2020",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080 Ti,NVIDIA GeForce RTX 20 Series,3 x HDMI 2.0b,134.366,PCI Express 3.0 x16,290.068,7680 x 4320 @ 60 Hz,352-Bit,11GB,GDDR6,GV-N208TAORUS X-11GC,OpenGL 4.5,2-way NVIDIA NVLINK,Dual Slot,RTX 2080,0.0,1770.0,14140.0,883.0,"2,004.97",GIGABYTE AORUS GeForce RTX 2080 TI DirectX 12 GV-N208TAORUS X-11GC Video Card,4
EVGA,3072,NVIDIA,Hybrid Cooler,NONE,"October 22, 2020",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 20 Series,1 x HDMI 2.0b,111.252,PCI Express 3.0,265.684,7680 x 4320,256-Bit,8GB,GDDR6,08G-P4-3188-KR,OpenGL 4.5,2-Way SLI,Dual Slot,RTX 2080,1830.0,1770.0,15500.0,247.0,"1,449.99","EVGA GeForce RTX 2080 SUPER XC HYBRID GAMING, 08G-P4-3188-KR, 8GB GDDR6, RGB LED Logo, Metal Backplate",5
GIGABYTE,3072,NVIDIA,WINDFORCE Stack,NONE,"October 29, 2020",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 20 Series,3 x HDMI 2.0b,134.366,PCI Express 3.0 x16,290.068,7680 x 4320 @ 60 Hz,256-Bit,8GB,GDDR6,GV-N208SAORUS-8GC,OpenGL 4.6,2-way NVIDIA NVLINK,Triple Slot,RTX 2080,0.0,1860.0,15500.0,17.0,"1,181.96","GIGABYTE AORUS GeForce RTX 2080 Super 8G Graphics Card, WINDFORCE Stack, 8GB 256-Bit GDDR6, GV-N208SAORUS-8GC Video Card",4
ASUS,4352,NVIDIA,Double Fans,NONE,"August 20, 2020",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080 Ti,NVIDIA GeForce RTX 20 Series,1 x HDMI 2.0b,113.53799999999998,PCI Express 3.0,267.462,7680 x 4320,352-Bit,11GB,GDDR6,DUAL-RTX2080TI-O11G,OpenGL 4.6,SLI Ready,2.7-slot,RTX 2080,1650.0,1350.0,14000.0,38.0,"1,199.99",ASUS Dual GeForce RTX 2080 Ti DirectX 12 DUAL-RTX2080TI-O11G 11GB 352-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card,3
MSI,3072,NVIDIA,Double Fans,NONE,"October 28, 2020",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 20 Series,1 x HDMI 2.0b,127.0,PCI Express 3.0 x16,257.04799999999994,7680 x 4320,256-Bit,8GB,GDDR6,RTX 2080 Super Ventus XS OC,OpenGL 4.5,"NVIDIA NVLink (SLI-Ready), 2-way",2.7-slot,RTX 2080,1830.0,1350.0,15.0,247.0,"1,144.47",MSI GeForce RTX 2080 SUPER DirectX 12 RTX 2080 Super Ventus XS OC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,4
GIGABYTE,3072,NVIDIA,WINDFORCE 3X,NONE,"October 26, 2020",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080 SUPER,NVIDIA GeForce RTX 20 Series,1 x HDMI 2.0b,114.554,PCI Express 3.0 x16,286.51199999999994,7680x4320@60Hz,256-Bit,8GB,GDDR6,GV-N208SGAMING-8GC Ver 2.0,OpenGL 4.6,2-way NVIDIA NVLINK,2.5 slot,RTX 2080,0.0,1815.0,15500.0,1.0,"1,031.90",GIGABYTE GeForce RTX 2080 SUPER DirectX 12 GV-N208SGAMING-8GC Ver 2.0 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,5
ZOTAC,4352,NVIDIA,Triple Fans,NONE,"July 30, 2020",DirectX 12,3 x DisplayPort 1.4,NONE,GeForce RTX 2080 Ti,NVIDIA GeForce RTX 20 Series,1 x HDMI 2.0b,113.03,PCI Express 3.0,308.1020000000001,7680x4320@60Hz,352-Bit,11GB,GDDR6,ZT-T20810F-10P,OpenGL 4.5,NVLink (SLI-Ready),2.5 slots,RTX 2080,1605.0,1815.0,14.0,3.0,"1,799.00","ZOTAC GAMING GeForce RTX 2080 Ti Triple Fan 11GB GDDR6 352-bit Gaming Graphics Card, Active Fan Control, Metal Backplate, Spectra Lighting (ZT-T20810F-10P)",3
