Brand ,CUDA Cores ,Chipset Manufacturer ,Cooler ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,GPU ,GPU Series ,HDMI ,Height (mm),Interface ,Length (mm),Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,OpenGL ,SLI Support ,Slot Width ,base model name,boost clock (MHz),core clock (MHz),memory clock (MHz),number of reviews,price,product_name,rating
EVGA,1664,NVIDIA,Double Fans,1 x Dual-link DVI-I1 x Dual-link DVI-D,10/3/2018,DirectX 12,1 x DisplayPort 1.2,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,111.25200000000001,PCI Express 3.0 x16,241.3,Analog: 2048 x 1536Digital: 4096 x 2160,256-Bit,4GB,GDDR5,04G-P4-2978-KR,OpenGL 4.5,2-Way or 3-Way SLI,Dual Slot,GTX 970,1367,1216,7010.0,259.0,469.0,"EVGA GeForce GTX 970 04G-P4-2978-KR 4GB FTW GAMING w/ACX 2.0, Silent Cooling Graphics Card",4.0
GIGABYTE,1664,NVIDIA,WINDFORCE 3X,1 x Dual-link DVI-I1 x Dual-link DVI-D,1/4/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI,129.032,PCI Express 3.0,311.9120000000001,Digital: 4096 x 2160Analog: 2048 x 1536,256-Bit,4GB,GDDR5,GV-N970G1 GAMING-4GD (rev. 1.0/1.1),OpenGL 4.4,SLI Ready,Dual Slot,GTX 970,1329,1178,7010.0,484.0,459.0,"GIGABYTE GeForce GTX 970 4GB G1 GAMING OC EDITION, GV-N970G1 GAMING-4GD",4.0
ASUS,1664,NVIDIA,Double Fans,1 x DVI-I1 x DVI-D,11/9/2018,DirectX 12,1 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI,139.7,PCI Express 3.0,279.4,4096 x 2160,256-Bit,4GB,GDDR5,STRIX-GTX970-DC2OC-4GD5,OpenGL 4.4,SLI Ready,Dual Slot,GTX 970,1253,1114,7010.0,1.0,454.99,ASUS GeForce GTX 970 STRIX-GTX970-DC2OC-4GD5 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support G-SYNC Support Video Card,4.0
MSI,1664,NVIDIA,Double Fans,1 x DL-DVI-I1 x DL-DVI-D,12/10/2018,DirectX 12,1 x DisplayPort 1.2,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,139.954,PCI Express 3.0 x16,277.11400000000003,4096 x 2160,256-Bit,4GB,GDDR5,GTX 970 GAMING 100ME,OpenGL 4.4,3-Way SLI,Dual Slot,GTX 970,1279,1140,7010.0,168.0,510.0,MSI GeForce GTX 970 GAMING 100ME,5.0
MSI,1664,NVIDIA,Double Fans,1 x DL-DVI-I1 x DL-DVI-D,12/9/2018,DirectX 12,1 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI,140.97,PCI Express 3.0,268.986,4096 x 2160,256-Bit,4GB,GDDR5,GTX 970 GAMING LE 100ME,OpenGL 4.4,3-Way SLI,Dual Slot,GTX 970,1216,1076,7010.0,5.0,510.0,MSI GeForce GTX 970 DirectX 12 GTX 970 GAMING LE 100ME 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support ATX GAMING LE 100 Million Edition Video Card,5.0
ASUS,1664,NVIDIA,Single Fan,1 x DVI-I1 x DVI-D,11/20/2019,DirectX 12,1 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,120.904,PCI Express 3.0,264.16,4096 x 2160,256-Bit,4GB,GDDR5,TURBO-GTX970-OC-4GD5,OpenGL 4.4,SLI Ready,Dual Slot,GTX 970,1228,1088,7010.0,66.0,419.0,ASUS GeForce GTX 970 TURBO-GTX970-OC-4GD5 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,4.0
MSI,1664,NVIDIA,Double Fans,1 x Dual-link DVI-I1 x Dual-link DVI-D,2/11/2019,DirectX 12,1 x DisplayPort 1.2,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,139.954,PCI Express 3.0 x16,277.11400000000003,4096 x 2160,256-Bit,4GB,GDDR5,GTX 970 GAMING 4G,OpenGL 4.4,Quad SLI,Dual Slot,GTX 970,1279,1140,7010.0,883.0,395.99,MSI GeForce GTX 970 DirectX 12 GTX 970 GAMING 4G 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support G-SYNC Support Video Card,
MSI,1664,NVIDIA,Double Fans,1 x DL-DVI-I1 x DL-DVI-D,12/9/2018,DirectX 12,1 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI,140.97,PCI Express 3.0 x16,268.986,4096 x 2160,256-Bit,4GB,GDDR5,GTX 970 GAMING 4G LE,OpenGL 4.4,3-Way SLI,Dual Slot,GTX 970,1216,1076,7010.0,12.0,360.0,MSI GeForce GTX 970 DirectX 12 GTX 970 GAMING 4G LE 4GB 256-Bit GDDR5 HDCP Ready SLI Support ATX Video Card,
GIGABYTE,1664,NVIDIA,WINDFORCE 3X,1 x Dual-link DVI-I1 x Dual-link DVI-D,8/26/2020,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI,114.046,PCI Express 3.0,298.95799999999997,Digital: 4096 x 2160Analog: 2048 x 1536,256-Bit,4GB,GDDR5,GV-N970G1 GAMING-4GD,OpenGL 4.4,SLI Ready,Dual Slot,GTX 970,1354,1203,7.0,10.0,375.0,GIGABYTE GTX 970 GV-N970G1 4GD GAMING OC Edition GeForce 4GB 256-Bit GDDR5 PCI Express 3.0 SLI Support Video Card - Certified Refurbished,5.0
MSI,1664,NVIDIA,Double Fans,1 x Dual-link DVI-I1 x Dual-link DVI-D,6/18/2018,DirectX 12,1 x DisplayPort 1.2,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,124.96799999999999,PCI Express 3.0 x16,278.892,4096 x 2160,256-Bit,4GB,GDDR5,VDGTX9704GD5TOC,OpenGL 4.4,3-Way SLI,Dual Slot,GTX 970,1241,1102,7010.0,883.0,538.99,MSI GeForce GTX 970 4GD5T OC Video Card,4.0
MSI,1664,NVIDIA,Double Fans,1 x DL-DVI-I1 x DL-DVI-D,2/11/2019,DirectX 12,1 x DisplayPort 1.2,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,139.954,PCI Express 3.0 x16,277.11400000000003,4096 x 2160,256-Bit,4GB,GDDR5,VDGTX970GM100ME,OpenGL 4.4,3-Way SLI,Dual Slot,GTX 970,1279,1140,7010.0,0.0,584.99,MSI GeForce GTX 970 GAMING 100ME,
MSI,1664,NVIDIA,Double Fans,1 x DL-DVI-I1 x DL-DVI-D,12/10/2018,DirectX 12,1 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI,140.97,PCI Express 3.0 x16,268.986,4096 x 2160,256-Bit,4GB,GDDR5,VDGTX970GM4GLE,OpenGL 4.4,3-Way SLI,Dual Slot,GTX 970,1216,1076,7010.0,12.0,360.0,MSI GeForce GTX 970 GAMING 4G LE,
MSI,1664,NVIDIA,Double Fans,1 x Dual-link DVI-I1 x Dual-link DVI-D,12/9/2018,DirectX 12,1 x DisplayPort 1.2,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,139.954,PCI Express 3.0 x16,277.11400000000003,4096 x 2160,256-Bit,4GB,GDDR5,VDGTX970GM4G,OpenGL 4.4,Quad SLI,Dual Slot,GTX 970,1279,1140,7010.0,12.0,360.0,MSI GeForce GTX 970 DirectX 12 VDGTX970GM4G 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,
MSI,1664,NVIDIA,Double Fans,1 x DL-DVI-I1 x DL-DVI-D,3/15/2019,DirectX 12,1 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI,140.97,PCI Express 3.0,268.986,4096 x 2160,256-Bit,4GB,GDDR5,GTX 970 GAMING LE 100ME,OpenGL 4.4,3-Way SLI,Dual Slot,GTX 970,1216,1076,7010.0,12.0,399.0,MSI GeForce GTX 970 DirectX 12 GTX 970 GAMING LE 100ME GAMING LE 100 Million Edition Video Card,
MSI,1664,NVIDIA,Double Fans,1 x Dual-link DVI-I1 x Dual-link DVI-D,9/16/2019,DirectX 12,1 x DisplayPort 1.2,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,124.96799999999999,PCI Express 3.0 x16,278.892,4096 x 2160,256-Bit,4GB,GDDR5,GTX 970 4GD5T OC,OpenGL 4.4,Quad SLI,Dual Slot,GTX 970,1241,1102,7010.0,160.0,445.0,MSI GeForce GTX 970 4GD5T OC,4.0
MSI,1664,NVIDIA,With Fan,1 x DL-DVI-I1 x DL-DVI-D,12/10/2018,DirectX 12,1 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI,140.97,PCI Express 3.0 x16,268.986,4096 x 2160,256-Bit,4GB,GDDR5,GTX 970 GAMING 4G LE,OpenGL 4.4,3-Way SLI,Dual Slot,GTX 970,1216,1076,7010.0,44.0,485.0,MSI GeForce GTX 970 GAMING 4G LE,4.0
GIGABYTE,1664,NVIDIA,WINDFORCE 3X,1 x Dual-link DVI-I1 x Dual-link DVI-D,1/9/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI,129.032,PCI Express 3.0,309.88,Digital: 4096 x 2160Analog: 2048 x 1536,256-Bit,4GB,GDDR5,GV-N970WF3OC-4GD (rev. 1.0/1.1),OpenGL 4.4,SLI Ready,Dual Slot,GTX 970,1278,1149,7010.0,164.0,459.0,GIGABYTE GeForce GTX 970 DirectX 12 GV-N970WF3OC-4GD (rev. 1.0/1.1) 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support ATX G-SYNC Support Video Card,4.0
GIGABYTE,1664,NVIDIA,WINDFORCE 3X,1 x DVI-I1 x DVI-D,10/22/2018,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI,129.032,PCI Express 3.0,309.88,Digital: 4096 x 2160Analog: 2048 x 1536,256-Bit,4GB,GDDR5,GV-N970IXOC-4GD,OpenGL 4.4,SLI Ready,Dual Slot,GTX 970,1241,1101,7010.0,12.0,,"GIGABYTE GeForce GTX 970 4GB Mini ITX OC EDITION, GV-N970IXOC-4GD",3.0
