Brand ,CUDA Cores ,Chipset Manufacturer ,Cooler ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,GPU ,GPU Series ,HDMI ,Height (mm),Interface ,Length (mm),Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,OpenGL ,SLI Support ,Slot Width ,base model name,boost clock (MHz),core clock (MHz),memory clock (MHz),number of reviews,price,product_name,rating
EVGA,1664,NVIDIA,WINDFORCE 3X,1 x DVI-I1 x DVI-D,8/11/2020,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,NONE,129.032,PCI Express 3.0,309.88,Digital: 4096 x 2160Analog: 2048 x 1536,256-Bit,4GB,GDDR5,04G-P4-2974-KR,OpenGL 4.4,SLI Ready,Dual Slot,GTX 970,0,1101,7010.0,291.0,285.0,"EVGA GeForce GTX 970 4GB SC GAMING ACX 2.0, 26% Cooler and 36% Quieter Cooling Graphics Card 04G-P4-2974-KR",
EVGA,1664,NVIDIA,Double Fans,1 x DVI,8/13/2020,DirectX 12,3 x DisplayPort 1.2,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,111.25200000000001,PCI Express 3.0 x16,256.54,4096 x 2160,256-Bit,4GB,GDDR5,04G-P4-3975-KR,OpenGL 4.5,SLI Ready,Dual Slot,GTX 970,1342,1190,7010.0,29.0,336.0,"EVGA GeForce GTX 970 04G-P4-3975-KR 4GB SSC GAMING w/ACX 2.0+, Whisper Silent Cooling Graphics Card",
EVGA,1664,NVIDIA,Single Fan,2 x DVI,12/3/2018,DirectX 12,1 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI,111.25200000000001,PCI Express 3.0,241.3,4096 x 2160,256-Bit,4GB,GDDR5,04G-P4-1972-KR,OpenGL 4.4,SLI Ready,Dual Slot,GTX 970,1279,1040,7010.0,0.0,375.0,EVGA GeForce GTX 970 DirectX 12 04G-P4-1972-KR 4GB 256-Bit GDDR5 PCI Express 3.0 SLI Support Superclocked G-SYNC Support Video Card,
EVGA,1664,NVIDIA,Double Fans,"2 x DVI (1 Single Link, 1 Dual Link)",9/11/2018,DirectX 12,1 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI,111.25200000000001,PCI Express 3.0,241.3,4096 x 2160,256-Bit,4GB,GDDR5,04G-P4-2976-KR,OpenGL 4.4,SLI Ready,Dual Slot,GTX 970,1178,1050,7010.0,0.0,390.0,EVGA GeForce GTX 970 DirectX 12 04G-P4-2976-KR 4GB 256-Bit GDDR5 PCI Express 3.0 SLI Support ACX 2.0 Video Card,
NONE,1664,NVIDIA,Double Fans,1 x DVI,8/3/2020,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,111.25200000000001,PCI Express 3.0 x16,256.54,4096 x 2160,256-Bit,4GB,GDDR5,04G-P4-3978-KR,OpenGL 4.5,SLI Ready,Dual Slot,GTX 970,1367,1216,7010.0,29.0,385.0,"EVGA GeForce GTX 970 04G-P4-3978-KR 4GB FTW+ GAMING w/ACX 2.0+, Whisper Silent Cooling w/ Free Installed Backplate Graphics Card",
PNY,1664,NVIDIA,With Fan,1 x DVI,12/24/2018,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x mini HDMI,111.25200000000001,PCI Express 3.0 x16,256.54,4096 x 2160,256-Bit,4GB,GDDR5,VCGGTX9704XPB,OpenGL 4.4,3-Way SLI,Dual Slot,GTX 970,1178,1050,7010.0,0.0,429.0,PNY NVIDIA GeForce GTX 970 4GB GDDR5 DVI/Mini HDMI/3Mini DisplayPort PCI-Express Video Graphics Card,
ASUS,1664,NVIDIA,Single Fan,2 x DVI,7/30/2019,DirectX 12,1 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,2 x HDMI 2.0,121.92,PCI Express 3.0,170.18,4096 x 2160,256-Bit,4GB,GDDR5,GTX970-DCMOC-4GD5,OpenGL 4.4,SLI Ready,Dual Slot,GTX 970,1228,1088,7010.0,0.0,385.0,ASUS GeForce GTX 970 GTX970-DCMOC-4GD5 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,
EVGA,1664,NVIDIA,With Fan,1 x Dual-link DVI-I    1 x Dual-link DVI-D,10/3/2018,DirectX 12,1 x DisplayPort 1.2,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,111.25200000000001,PCI Express 3.0 x16,241.3,Analog: 2048 x 1536.  Digital: 4096 x 2160.,256-Bit,4GB,GDDR5,04G-P4-2978-KR,OpenGL 4.5,2-Way or 3-Way SLI,Dual Slot,GTX 970,1367,1216,7010.0,0.0,480.0,"EVGA GeForce GTX 970 04G-P4-2978-KR 4GB FTW GAMING w/ACX 2.0, Silent Cooling Video Graphics Card",
EVGA,1664,NVIDIA,With Fan,1 x DVI-I        1 x DVI-D,12/8/2018,DirectX 12,1 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI,111.25200000000001,PCI Express 3.0,241.3,Analog: 2048 x 1536. Digital: 4096 x 2160.,256-Bit,4GB,GDDR5,04G-P4-1972-KR,OpenGL 4.4,SLI Ready,Dual Slot,GTX 970,1279,1140,7010.0,0.0,449.0,"EVGA GeForce GTX 970 4GB SC GAMING, Silent Cooling Video Graphics Card 04G-P4-1972-KR",
EVGA,1664,NVIDIA,Hybrid Cooler,1 x DVI-I   1 x DVI-D,8/13/2020,DirectX 11.2,1 x DisplayPort 1.2,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,111.25200000000001,PCI Express 3.0 x16,241.3,Analog: 2048 x 1536. Digital: 4096 x 2160.,256-Bit,4GB,GDDR5,04G-P4-1976-KR,OpenGL 4.4,SLI Ready,Dual Slot,GTX 970,1279,1140,7010.0,0.0,369.0,"EVGA GeForce GTX 970 4GB 04G-P4-1976-KR HYBRID GAMING, ""All in One"" No Hassle Water Cooling, Just Plug and Play Video Graphics Card",
EVGA,1664,NVIDIA,With Fan,2 x DVI,12/8/2018,DirectX 12,1 x DisplayPort,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI,111.25200000000001,PCI Express 3.0,241.3,Analog: 2048 x 1536. Digital: 4096 x 2160.,256-Bit,4GB,GDDR5,04G-P4-2977-KR,OpenGL 4.4,SLI Ready,Dual Slot,GTX 970,1317,1165,7010.0,0.0,425.0,"EVGA GeForce Cooling Graphics Card GTX 970 4GB SC+ GAMING ACX 2.0, 4096MB GDDR5",
MSI,1664,NVIDIA,With Fan,1 x Dual-link DVI-I   1 x Dual-link DVI-D,12/10/2018,DirectX 12,1 x DisplayPort 1.2,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,139.954,PCI Express 3.0 x16,277.11400000000003,4096 x 2160,256-Bit,4GB,GDDR5,GTX 970 GAMING 4G,OpenGL 4.4,Quad SLI,Dual Slot,GTX 970,1279,1140,7010.0,0.0,485.0,MSI GeForce GTX 970 GAMING 4G 4GB Video Graphics Card,
MSI,1664,NVIDIA,With Fan,1 x Dual-link DVI-I1 x Dual-link DVI-D,12/10/2018,DirectX 12,1 x DisplayPort 1.2,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,139.954,PCI Express 3.0 x16,277.11400000000003,4096 x 2160,256-Bit,4GB,DDR5,GTX 970 GAMING 4G,OpenGL 4.4,Quad SLI,Dual Slot,GTX 970,1279,1140,7010.0,12.0,360.0,MSI GeForce GTX 970 GAMING 4G,
NONE,1664,NVIDIA,With Fan,1 x Dual-link DVI-I1 x Dual-link DVI-D,3/18/2019,DirectX 12,1 x DisplayPort 1.2,Yes,GeForce GTX 970,NVIDIA GeForce GTX 900 Series,NONE,139.954,PCI Express 3.0 x16,277.11400000000003,4096 x 2160,256-Bit,4GB,DDR5,NONE,OpenGL 4.4,Quad SLI,Dual Slot,GTX 970,0,1140,7010.0,12.0,339.0,MSI LIMITED GAMING Edition GeForce GTX 970 4GB OC DirectX 12 VR Ready (GTX 970 GAMING 100ME),
