Brand ,CUDA Cores ,Chipset Manufacturer ,Cooler ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,GPU ,GPU Series ,HDMI ,Height (mm),Interface ,Length (mm),Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,OpenGL ,SLI Support ,Slot Width ,base model name,boost clock (MHz),core clock (MHz),memory clock (MHz),number of reviews,price,product_name,rating
MSI,1280,NVIDIA,Single Fan,1 x DL-DVI-D,12/18/2019,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1650 SUPER,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,115.06200000000001,PCI Express 3.0 x16,171.958,7680 x 4320,128-Bit,4GB,GDDR6,GTX 1650 Super AERO ITX OC,OpenGL 4.6,No,Dual Slot,GTX 1650,1740,1515,12.0,10.0,256.85,MSI GeForce GTX 1650 SUPER DirectX 12 GTX 1650 Super AERO ITX OC 4GB 128-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready ITX Video Card,4.0
GIGABYTE,896,NVIDIA,Single Fan,1 x DVI-D,10/23/2020,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,114.046,PCI Express 3.0 x16,151.892,7680 x 4320 @ 60 Hz,128-Bit,4GB,GDDR6,GV-N1656OC-4GD,OpenGL 4.6,No,Dual Slot,GTX 1650,0,1635,12000.0,16.0,223.69,GIGABYTE GeForce GTX 1650 DirectX 12 GV-N1656OC-4GD 4GB 128-Bit GDDR6 PCI Express 3.0 x16 mini-ITX Video Card,4.0
EVGA,896,NVIDIA,Double Fans,1 x DVI-D,7/7/2020,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,202.18400000000003,7680 x 4320,128-Bit,4GB,GDDR5,04G-P4-1057-KR,OpenGL 4.5,No,Dual Slot,GTX 1650,1860,1635,8000.0,5.0,454.99,"EVGA GeForce GTX 1650 SC ULTRA GAMING, 04G-P4-1057-KR, 4GB GDDR5, Dual Fan, Metal Backplate",4.0
EVGA,896,NVIDIA,Single Fan,1 x DVI-D,5/8/2020,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,189.99200000000002,7680 x 4320,128-Bit,4GB,GDDR5,04G-P4-1153-KR,OpenGL 4.5,No,2.75-Slot,GTX 1650,1860,1635,8000.0,1.0,198.0,"EVGA GeForce GTX 1650 XC GAMING Video Card, 04G-P4-1153-KR, 4GB GDDR5",5.0
MSI,896,NVIDIA,Double Fans,1 x DL-DVI-D,6/18/2020,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,104.902,PCI Express 3.0 x16,167.894,7680 x 4320,128-Bit,4GB,GDDR5,GTX 1650 4GT LP OC,OpenGL 4.5,No,Dual Slot,GTX 1650,1695,1635,8.0,2.0,186.99,MSI GeForce GTX 1650 DirectX 12 GTX 1650 4GT LP OC 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Low Profile Video Card,4.0
MSI,896,NVIDIA,Double Fans,1 x DL-DVI-D,12/16/2019,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,104.902,PCI Express 3.0 x16,167.894,7680 x 4320,128-Bit,4GB,GDDR5,GTX 1650 4GT LP OC,OpenGL 4.5,No,Dual Slot,GTX 1650,1695,1635,8.0,0.0,249.99,MSI GeForce GTX 1650 DirectX 12 GTX 1650 4GT LP OC 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,
GIGABYTE,1280,NVIDIA,Single Fan,1 x DVI-D,11/22/2019,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1650 SUPER,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,121.92,PCI Express 3.0 x16,171.958,7680 x 4320 @ 60 Hz,128-Bit,4GB,GDDR6,GV-N165SOC-4GD,OpenGL 4.6,No,Dual Slot,GTX 1650,0,1740,12000.0,441.0,159.99,GIGABYTE GeForce GTX 1650 SUPER DirectX 12 GV-N165SOC-4GD 4GB 128-Bit GDDR6 PCI Express 3.0 x16 Video Card,4.0
GIGABYTE,896,NVIDIA,Double Fans,1 x Dual-link DVI-D,5/8/2020,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,69.08800000000001,PCI Express 3.0 x16,166.878,7680 x 4320 @ 60 Hz,128-Bit,4GB,GDDR5,GV-N1650OC-4GL,OpenGL 4.6,No,Dual Slot,GTX 1650,0,1695,8002.0,4.0,159.99,GIGABYTE GeForce GTX 1650 DirectX 12 GV-N1650OC-4GL 4GB 128-Bit GDDR5 PCI Express 3.0 x16 Low Profile Video Card,5.0
GIGABYTE,896,NVIDIA,Single Fan,1 x Dual-link DVI-D,9/9/2020,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,2 x HDMI 2.0b,114.046,PCI Express 3.0 x16,151.892,7680 x 4320 @ 60 Hz,128-Bit,4GB,GDDR5,GV-N1650IXOC-4GD,OpenGL 4.5,No,Dual Slot,GTX 1650,0,1680,8002.0,4.0,149.99,"GIGABYTE GeForce GTX 1650 MINI ITX OC 4G Graphics Card, Mini ITX Form Factor, 4GB 128-Bit GDDR5, GV-N1650IXOC-4GD Video Card",4.0
ZOTAC,1280,NVIDIA,Double Fans,1 x Dual-Link DVI,9/26/2020,DirectX 12.1,1 x DisplayPort 1.4,Yes,GeForce GTX 1650 SUPER,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0,35.306,PCI Express 3.0,115.316,7680 x 4320 @ 60 Hz,128-Bit,4GB,GDDR6,ZT-T16510F-10L,OpenGL 4.6,No,Dual Slot,GTX 1650,1725,1680,8002.0,17.0,182.77,ZOTAC GeForce GTX 1650 SUPER DirectX 12.1 ZT-T16510F-10L 4GB 128-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,5.0
ZOTAC,896,NVIDIA,Single Fan,DL-DVI-D,9/8/2020,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,150.876,7680 x 4320 @ 60 Hz,128-Bit,4GB,GDDR5,ZT-T16500F-10L,OpenGL 4.5,No,Dual Slot,GTX 1650,1695,1680,8.0,520.0,299.99,"ZOTAC GAMING GeForce GTX 1650 OC 4GB GDDR5 128-bit Gaming Graphics Card, Super Compact, ZT-T16500F-10L",5.0
MSI,896,NVIDIA,Double Fans,1 x DL-DVI-D,7/23/2020,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,110.99799999999999,PCI Express 3.0 x16,178.054,7680 x 4320,128-Bit,4GB,GDDR6,GTX 1650 D6 Ventus XS OC,OpenGL 4.6,No,Dual Slot,GTX 1650,1620,1680,12.0,19.0,173.77,MSI GeForce GTX 1650 DirectX 12 GTX 1650 D6 Ventus XS OC 4GB 128-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,5.0
MSI,896,NVIDIA,Single Fan,1 x DL-DVI-D,10/18/2020,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,110.99799999999999,PCI Express 3.0 x16,169.926,7680 x 4320,128-Bit,4GB,GDDR5,GTX 1650 AERO ITX 4G OC,OpenGL 4.5,No,Dual Slot,GTX 1650,1740,1680,8.0,0.0,309.99,MSI GeForce GTX 1650 DirectX 12 GTX 1650 AERO ITX 4G OC 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,
ASUS,896,NVIDIA,Single Fan,1 x DVI-D,10/22/2020,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,127.762,PCI Express 3.0,177.8,7680 x 4320,128-Bit,4GB,GDDR6,PH-GTX1650-O4GD6-P,OpenGL 4.6,No,Dual Slot,GTX 1650,1665,1410,12.0,0.0,216.82,ASUS Phoenix GeForce GTX 1650 PH-GTX1650-O4GD6-P 4GB 128-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,
EVGA,896,NVIDIA,Double Fans,1 x DVI-D,11/27/2019,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,202.18400000000003,7680 x 4320,128-Bit,4GB,GDDR5,04G-P4-1157-KR,OpenGL 4.5,No,2.75 Slot,GTX 1650,1875,1410,8000.0,5.0,280.38,"EVGA GeForce GTX 1650 XC Ultra GAMING Video Card, 04G-P4-1157-KR, 4GB GDDR5",5.0
ASUS,896,NVIDIA,Double Fans,1 x DVI-D,7/2/2020,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,2 x HDMI 2.0b,127.0,PCI Express 3.0,241.808,7680 x 4320,128-Bit,4GB,GDDR5,ROG-STRIX-GTX1650-A4G-GAMING,OpenGL 4.5,No,Dual Slot,GTX 1650,1710,1485,8002.0,0.0,255.44,ASUS ROG Strix GeForce GTX 1650 Advanced Overclocked 4GB Edition HDMI 2.0 DP 1.4 Gaming Graphics Card (ROG-STRIX-GTX1650-A4G-GAMING),
ASUS,896,NVIDIA,Double Fans,1 x DVI-D,6/24/2020,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,2 x HDMI 2.0b,127.0,PCI Express 3.0,241.808,7680 x 4320,128-Bit,4GB,GDDR5,ROG-STRIX-GTX1650-4G-GAMING,OpenGL 4.5,No,Dual Slot,GTX 1650,1695,1485,8002.0,0.0,253.84,ASUS ROG Strix GeForce GTX 1650 4GB Edition HDMI 2.0 DP 1.4 Gaming Graphics Card (ROG-STRIX-GTX1650-4G-GAMING),
MSI,896,NVIDIA,Double Fans,1 x DVI-D,7/30/2020,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,127.0,PCI Express 3.0 x16,245.11,7680 x 4320,128-Bit,4GB,GDDR6,G165D6GX,OpenGL 4.6,No,Dual Slot,GTX 1650,1725,1485,12.0,0.0,188.22,MSI GeForce GTX 1650 DirectX 12 G165D6GX 4GB 128-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,
MSI,896,NVIDIA,Double Fans,1 x DL-DVI-D,3/10/2020,DirectX 12,1 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,110.99799999999999,PCI Express 3.0 x16,177.03799999999995,7680 x 4320,128-Bit,4GB,GDDR5,GTX 1650 VENTUS XS 4G OC,OpenGL 4.5,No,Dual Slot,GTX 1650,1740,1485,8.0,0.0,399.99,MSI GeForce GTX 1650 DirectX 12 GTX 1650 VENTUS XS 4G OC 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,
EVGA,896,NVIDIA,Single Fan,1 x DL-DVI-D,12/11/2019,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,189.99200000000002,7680 x 4320,128-Bit,4GB,GDDR5,04G-P4-1151-KR,OpenGL 4.5,No,2.75-Slot,GTX 1650,1665,1485,8000.0,1.0,248.99,"EVGA GeForce GTX 1650 XC Black GAMING Video Card, 4GB GDDR5 04G-P4-1151-KR",5.0
MSI,896,NVIDIA,Single Fan,1 x DL-DVI-D,7/3/2020,DirectX 12,2 x DisplayPort 1.4,Yes,NVIDIA GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,NONE,111.25200000000001,"PCI-E x16 3.0, 6-pin Power Connector",189.99200000000002,7680 x 4320,128-Bit,4GB,GDDR5,GeForce GTX 1650 D6 GAMING,OpenGL 4.5,No,2.75-Slot,GTX 1650,0,1620,8000.0,247.0,218.79,MSI GeForce GTX 1650 DirectX 12 GTX 1650 D6 GAMING X 4GB 128-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,
NONE,896,NVIDIA,Single Fan,1 x DL-DVI-D,10/4/2020,DirectX 12,2 x DisplayPort 1.4,Yes,NVIDIA GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,NONE,111.25200000000001,"PCI-E x16 3.0, 6-pin Power Connector",189.99200000000002,7680 x 4320,128-Bit,4GB,GDDR5,NONE,OpenGL 4.5,No,2.75-Slot,GTX 1650,0,1620,8000.0,0.0,372.79,MSI Gaming GeForce GTX 1650 128-Bit HDMI/DP 4GB GDRR5 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card (GTX 1650 Gaming X 4G),
MSI,896,NVIDIA,Double Fans,1 x DL-DVI-D,3/10/2020,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1650,NVIDIA GeForce GTX 16 Series,1 x HDMI 2.0b,127.0,PCI Express 3.0 x16,245.11,7680 x 4320,128-Bit,4GB,GDDR5,GTX 1650 GAMING X 4G,OpenGL 4.5,No,Dual Slot,GTX 1650,1860,1620,8.0,0.0,229.99,MSI GeForce GTX 1650 DirectX 12 GTX 1650 GAMING X 4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,
