Brand ,CUDA Cores ,Chipset Manufacturer ,Cooler ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,GPU ,GPU Series ,HDMI ,Height (mm),Interface ,Length (mm),Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,OpenGL ,SLI Support ,Slot Width ,base model name,boost clock (MHz),core clock (MHz),memory clock (MHz),number of reviews,price,product_name,rating
EVGA,3584,NVIDIA,Double Fans,1 x Dual-Link DVI-D,10/26/2020,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,266.7,7680 x 4320,352-Bit,11GB,GDDR5X,11G-P4-6393-KR,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1670,1556,11000.0,291.0,"1,029.00","EVGA GeForce GTX 1080 Ti SC Black Edition GAMING, 11G-P4-6393-KR, 11GB GDDR5X, iCX Cooler & LED",5.0
MSI,2560,NVIDIA,Double Fans,1 x DL-DVI-D,1/17/2019,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,139.954,PCI Express 3.0 x16,278.892,7680 x 4320,256-Bit,8GB,GDDR5X,GTX 1080 GAMING 8G,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1771,1632,10010.0,87.0,799,MSI GeForce GTX 1080 DirectX 12 GTX 1080 GAMING 8G 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,5.0
GIGABYTE,2560,NVIDIA,Triple Fans,1 x Dual-link DVI-D,11/16/2018,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,114.046,PCI Express 3.0 x16,279.908,7680 x 4320 (requires 2 x DP1.3 connectors),256-Bit,8GB,GDDR5X,GV-N1080G1 GAMING-8GD,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1860,1721,10010.0,131.0,799,GIGABYTE GeForce GTX 1080 G1 Gaming GV-N1080G1 GAMING-8GD Video Card,4.0
ASUS,2560,NVIDIA,Triple Fans,1 x Dual-link DVI-D,11/9/2018,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,134.112,PCI Express 3.0,297.942,7680 x 4320 (requires 2 x DP1.3 connectors),256-Bit,8GB,GDDR5X,STRIX-GTX1080-8G-GAMING,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1733,1607,10000.0,63.0,799,ASUS GeForce GTX 1080 STRIX-GTX1080-8G-GAMING 8GB 256-Bit GDDR5X PCI Express 3.0 Video Card,4.0
EVGA,3584,NVIDIA,Triple Fans,1 x Dual-Link DVI-D,12/21/2018,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,142.748,PCI Express 3.0,299.72,7680 x 4320,352-Bit,11GB,GDDR5X,11G-P4-6696-KR,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,0,1569,11016.0,291.0,,"EVGA GeForce GTX 1080 Ti FTW3 GAMING, 11G-P4-6696-KR, 11GB GDDR5X, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M Video Graphics Card",5.0
EVGA,2560,NVIDIA,ACX 3.0,1 x Dual-Link DVI-D,10/9/2018,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,128.524,PCI Express 3.0,266.7,7680 x 4320,256-Bit,8GB,GDDR5X,08G-P4-6284-KR,OpenGL 4.6,SLI Ready,Dual Slot,GTX 1080,1733,1607,10000.0,50.0,799,"EVGA GeForce GTX 1080 FTW DT GAMING ACX 3.0, 8GB GDDR5X, RGB LED, 10CM FAN, 10 Power Phases, DX12, 08G-P4-6284-KR",4.0
ASUS,3584,NVIDIA,Single Fan,1 x Dual-Link DVI-D,11/9/2018,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 1080 Ti FE,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,111.25200000000001,PCI Express 3.0,266.7,7680 x 4320,352-Bit,11GB,GDDR5X,GTX1080TI-FE,OpenGL 4.5,SLI Ready,Dual Slot,GTX 1080,1582,1480,11010.0,19.0,"1,029.00",ASUS GeForce GTX 1080 TI 11GB GDDR5X Founders Edition VR Ready 5K HD Gaming HDMI DisplayPort PCIe Graphics Card (GTX1080TI-FE),4.0
NVIDIA,3584,NVIDIA,Single Fan,1 x Dual-Link DVI-D,10/26/2018,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080 Ti FE,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,111.25200000000001,PCI Express 3.0 x16,266.7,7680 x 4320,352-Bit,11GB,GDDR5X,GTX 1080 Ti Founders Edition,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1582,1480,11010.0,1.0,"1,099.00",NVIDIA 900-1G611-2550-000 GeForce GTX 1080 Ti Founders Edition DirectX 12 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,5.0
ASUS,3584,NVIDIA,Triple Fans,1 x DVI-D,10/26/2020,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,134.112,PCI Express 3.0,297.942,7680 x 4320,352-Bit,11GB,GDDR5X,STRIX-GTX1080TI-O11G-GAMING,OpenGL 4.5,2-Way SLI,2.5-slot,GTX 1080,1708,1594,11100.0,291.0,"1,050.00",ASUS ROG GeForce GTX 1080 Ti DirectX 12 STRIX-GTX1080TI-O11G-GAMING 11GB 352-Bit GDDR5X PCI Express 3.0 HDCP Ready Video Card,4.0
MSI,3584,NVIDIA,Triple Fans,1 x DL-DVI-D,12/20/2018,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,139.954,PCI Express 3.0 x16,311.9120000000001,7680 x 4320,256-Bit,8GB,GDDR5X,GTX 1080 DUKE 8G OC,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1847,1708,10108.0,145.0,799,MSI GeForce GTX 1080 DirectX 12 GTX 1080 DUKE 8G OC 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Cards,4.0
MSI,3584,NVIDIA,Double Fans,1 x DL-DVI-D,11/16/2018,DirectX 12,2 x DisplayPort,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI,143.002,PCI Express 3.0 x16,290.068,7680 x 4320,352-Bit,11GB,GDDR5X,GeForce GTX 1080 TI ARMOR 11G OC,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1645,1531,11016.0,3.0,798,MSI GeForce GTX 1080 Ti DirectX 12 GeForce GTX 1080 TI ARMOR 11G OC 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,4.0
GIGABYTE,3584,NVIDIA,WINDFORCE STACK,1 x Dual-Link DVI-D,12/4/2018,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,3 x HDMI 2.0b,141.986,PCI Express 3.0 x16,293.116,7680 x 4320,352-Bit,11GB,GDDR5X,GV-N108TAORUS-11GD,OpenGL 4.5,2-Way SLI,Triple Slot,GTX 1080,1708,1594,11010.0,127.0,"1,029.00",GIGABYTE AORUS GeForce GTX 1080 Ti DirectX 12 GV-N108TAORUS-11GD 11GB 352-Bit GDDR5X PCI Express 3.0 x16 SLI Support ATX Video Card,4.0
MSI,3584,NVIDIA,Single Fan,1 x Dual-Link DVI-D,11/11/2019,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080 Ti FE,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,141.986,PCI Express 3.0 x16,293.116,7680 x 4320,352-Bit,11GB,GDDR5X,GTX 1080 Ti Founders Edition,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1582,1480,11010.0,21.0,"1,029.00",MSI GeForce GTX 1080 Ti FE DirectX 12 GTX 1080 Ti Founders Edition 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,4.0
GIGABYTE,3584,NVIDIA,WINDFORCE STACK,1 x Dual-Link DVI-D,10/22/2020,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,3 x HDMI 2.0b,141.986,PCI Express 3.0 x16,293.116,7680 x 4320,352-Bit,11GB,GDDR5X,GV-N108TAORUS X-11GD,OpenGL 4.5,2-Way SLI,Triple Slot,GTX 1080,1746,1632,11448.0,291.0,"1,029.00",GIGABYTE AORUS GeForce GTX 1080 Ti DirectX 12 GV-N108TAORUS X-11GD 11GB 352-Bit GDDR5X PCI Express 3.0 x16 SLI Support ATX Xtreme Edition Video Card,4.0
MSI,3584,NVIDIA,Double Fans,1 x DL-DVI-D,12/24/2019,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,139.954,PCI Express 3.0 x16,290.068,7680 x 4320,352-Bit,11GB,GDDR5X,GeForce GTX 1080 Ti GAMING X 11G,OpenGL 4.5,2-Way SLI,2.5-Slot,GTX 1080,1683,1569,11124.0,291.0,899.99,MSI GeForce GTX 1080 Ti DirectX 12 GeForce GTX 1080 Ti GAMING X 11G 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card- OEM Edition,1.0
EVGA,3584,NVIDIA,Double Fans,1 x DVI,3/10/2020,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,266.7,7680 x 4320,352-Bit,11GB,GDDR5X,11G-P4-6393-KR OEM,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1670,1556,11000.0,291.0,899.99,"EVGA GeForce GTX 1080 Ti SC2 GAMING, 11G-P4-6593-KR, 11GB GDDR5X, iCX Technology - 9 Thermal Sensors & RGB LED G/P/M OEM Edition (No Packaging and Accessories)",
EVGA,3584,NVIDIA,Hybrid Cooler,1 x Dual-Link DVI-D,11/26/2018,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,111.25200000000001,PCI Express 3.0,266.7,7680 x 4320,352-Bit,11GB,GDDR5X,11G-P4-6598-KR,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1670,1556,11016.0,0.0,"1,029.00","EVGA GeForce GTX 1080 Ti SC2 HYBRID GAMING, 11G-P4-6598-KR, 11GB GDDR5X, HYBRID & LED, iCX Technology - 9 Thermal Sensors Video Graphics Card",
ROG,3584,NVIDIA,Hybrid Cooler,Yes,11/9/2018,DirectX 12,Yes,Yes,GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,Yes,111.25200000000001,PCI Express 3.0,266.7,7680 x 4320,352-Bit,11GB,GDDR5X,NONE,OpenGL,2-Way SLI,Dual Slot,GTX 1080,1,1,11016.0,0.0,"1,050.00",ROG ROG-STRIX-GTX1080TI-11G-GAMING GeForce GTX 1080 Ti Graphic Card - 1.52 GHz Core - 1.63 GHz Boost Clock - 11 GB GDDR5X - Triple Slot Space Required,
ASUS,3584,NVIDIA,Triple Fans,1 x DVI,11/21/2019,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,134.112,PCI Express 3.0 x16,297.942,7680 x 4320,352-Bit,11GB,GDDR5X,ROG-STRIX-GTX1080TI-11G-GAMING,OpenGL,SLI Ready,Dual Slot,GTX 1080,1632,1518,11100.0,29.0,745,ASUS ROG GeForce GTX 1080 Ti DirectX 12 ROG-STRIX-GTX1080TI-11G-GAMING 11GB 352-Bit GDDR5X HDCP Ready SLI Support Video Card,
MSI,3584,NVIDIA,Triple Fans,1 x DL-DVI-D,1/18/2019,DirectX 12,2 x DisplayPort,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI,140.97,PCI Express 3.0 x16,320.04,7680 x 4320,352-Bit,11GB,GDDR5X,GTX 1080 Ti DUKE 11G OC,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1645,1531,11016.0,48.0,"1,029.00",MSI GeForce GTX 1080 Ti DirectX 12 GTX 1080 Ti DUKE 11G OC 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,4.0
MSI,3584,NVIDIA,Triple Fans,1 x DL-DVI-D,11/28/2018,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,139.954,PCI Express 3.0 x16,325.12,7680 x 4320,352-Bit,11GB,GDDR5X,GTX 1080 Ti GAMING X TRIO,OpenGL 4.5,2-Way SLI,2.5-slot,GTX 1080,1683,1569,11124.0,400.0,"1,029.00",MSI GeForce GTX 1080 Ti DirectX 12 GTX 1080 Ti GAMING X TRIO 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,5.0
ASUS,3584,NVIDIA,Triple Fans,1 x Dual-Link DVI-D,11/9/2018,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,134.112,PCI Express 3.0 x16,297.942,7680 x 4320,352-Bit,11GB,GDDR5X,STRIX-GTX1080TI-11G-GAMING,OpenGL 4.5,SLI Ready,Dual Slot,GTX 1080,1632,1518,11100.0,71.0,"1,050.00",ASUS ROG GeForce GTX 1080 Ti DirectX 12 STRIX-GTX1080TI-11G-GAMING 11GB 352-Bit GDDR5X HDCP Ready SLI Support Video Card,4.0
PNY,2560,NVIDIA,Triple Fans,1 x DL-DVI-D,2/3/2020,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,127.762,PCI Express 3.0 x16,304.8,7680 x 4320 @ 60 HZ (Digital),256-Bit,8GB,GDDR5X,RKMX1080N3I8GS3KTM,OpenGL 4.5,SLI HB Bridge Supported,Dual Slot,GTX 1080,1848,1708,10.0,0.0,499,PNY GeForce GTX 1080 DirectX 12 RKMX1080N3I8GS3KTM 8GB 256-Bit GDDR5X PCI Express 3.0 x16 SLI Support Video Card,
MSI,2560,NVIDIA,Single Fan,1 x DL-DVI-D,1/18/2019,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,110.99799999999999,PCI Express 3.0 x16,268.986,7680 x 4320,256-Bit,8GB,GDDR5X,GTX 1080 AERO 8G OC,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1771,1632,10010.0,26.0,799,MSI GeForce GTX 1080 DirectX 12 GTX 1080 AERO 8G OC 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,4.0
MSI,2560,NVIDIA,Double Fans,1 x DL-DVI-D,10/22/2020,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,139.954,PCI Express 3.0 x16,278.892,7680 x 4320,256-Bit,8GB,GDDR5X,GTX 1080 ARMOR 8G OC,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1797,1657,10010.0,291.0,799,MSI GeForce GTX 1080 DirectX 12 GTX 1080 ARMOR 8G OC 8GB 256-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support ATX Video Card,4.0
MSI,3584,NVIDIA,Double Fans,1 x DL-DVI-D,11/28/2018,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,139.954,PCI Express 3.0 x16,290.068,7680 x 4320,352-Bit,11GB,GDDR5X,GeForce GTX 1080 Ti GAMING X 11G,OpenGL 4.5,2-Way SLI,2.5-Slot,GTX 1080,1683,1569,11124.0,96.0,"1,029.00",MSI GeForce GTX 1080 Ti DirectX 12 GeForce GTX 1080 Ti GAMING X 11G 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,5.0
MSI,3584,NVIDIA,Single Fan,1 x DL-DVI-D,11/16/2018,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,1 x HDMI,110.99799999999999,PCI Express 3.0 x16,268.986,7680 x 4320,352-Bit,11GB,GDDR5X,GTX 1080 Ti AERO 11G OC,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1620,1506,11016.0,9.0,"1,029.00",MSI GeForce GTX 1080 Ti DirectX 12 GTX 1080 Ti AERO 11G OC 11GB 352-Bit GDDR5X PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,5.0
EVGA,3584,NVIDIA,Hybrid Cooler,1 x Dual-Link DVI,11/24/2018,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b,128.524,PCI Express 3.0,288.798,7680 x 4320,352-Bit,11GB,GDDR5X,11G-P4-6698-KR,OpenGL 4.5,2-Way SLI,Dual Slot,GTX 1080,1683,1569,11016.0,61.0,"1,080.00","EVGA GeForce GTX 1080 Ti FTW3 HYBRID GAMING, 11G-P4-6698-KR, 11GB GDDR5X, HYBRID & RGB LED, iCX Technology - 9 Thermal Sensors",5.0
ASUS,2560,NVIDIA,Single Fan,1 x DVI-D,1/25/2019,DirectX 12,2 x DisplayPort 1.4,Yes,GeForce GTX 1080,NVIDIA GeForce GTX 10 Series,2 x HDMI 2.0,110.99799999999999,PCI Express 3.0,266.7,7680 x 4320,256-Bit,8GB,GDDR5X,TURBO-GTX1080-8G,OpenGL 4.5,SLI Ready,Dual Slot,GTX 1080,1733,1607,10010.0,32.0,799,ASUS GeForce GTX 1080 TURBO-GTX1080-8G 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card,4.0
GIGABYTE,2560,NVIDIA,WATERFORCE,1 x Dual-Link DVI-D (Thin),7/21/2020,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,3 x HDMI,149.352,PCI Express 3.0 x16,266.7,7680 x 4320,352-Bit,11GB,GDDR5X,GV-N108TAORUSX WB-11GD,OpenGL 4.5,SLI Ready,Dual Slot,GTX 1080,1746,1632,11448.0,34.0,,"GIGABYTE AORUS Xtreme GeForce GTX 1080 Ti Waterforce WB 11GD, GV-N108TAORUSX WB-11GD",4.0
GIGABYTE,3584,NVIDIA,Triple Fans,1 x Dual-Link DVI-D (thin),12/7/2018,DirectX 12,3 x DisplayPort 1.4 (Gold Plated),Yes,GeForce GTX 1080 Ti,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0b (Gold Plated),114.046,PCI Express 3.0 x16,279.908,7680 x 4320,352-Bit,11GB,GDDR5X,GV-N108TGAMINGOC BLACK-11GD,OpenGL 4.5,SLI Ready,Dual Slot,GTX 1080,1657,1544,11010.0,9.0,"1,029.00",GIGABYTE GeForce GTX 1080 Ti DirectX 12 GV-N108TGAMINGOC BLACK-11GD 11GB 352-Bit GDDR5X PCI Express 3.0 x16 ATX Video Card,4.0
ASUS,2560,NVIDIA,Blower,1 x Dual-link DVI-D,1/21/2019,DirectX 12,3 x DisplayPort 1.4,Yes,GeForce GTX 1080 FE,NVIDIA GeForce GTX 10 Series,1 x HDMI 2.0,111.25200000000001,PCI Express 3.0,266.7,7680 x 4320,256-Bit,8GB,GDDR5X,GTX1080-8G,OpenGL 4.5,SLI Ready,Dual Slot,GTX 1080,1733,1607,10000.0,671.0,,ASUS GeForce GTX 1080 FE DirectX 12 GTX1080-8G 8GB 256-Bit GDDR5X PCI Express 3.0 HDCP Ready SLI Support Video Card Founders Edition,5.0
