Brand ,CUDA Cores ,Chipset Manufacturer ,Cooler ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,GPU ,GPU Series ,HDMI ,Height (mm),Interface ,Length (mm),Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,OpenGL ,SLI Support ,Slot Width ,base model name,boost clock (MHz),core clock (MHz),memory clock (MHz),number of reviews,price,product_name,rating
PNY,2880,NVIDIA,Triple Fans,1 x DVI-D1 x DVI-I,12/10/2019,DirectX 11.2,1 x DisplayPort,Yes,GeForce GTX 780 Ti,NVIDIA GeForce GTX 700 Series,1 x HDMI,111.76,PCI Express 3.0 x16,287.02,4096 x 2160,384-Bit,3GB,GDDR5,VCGGTX780T3XPB-OC,OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,1046,980,7000.0,12.0,395.0,PNY VCGGTX780T3XPB-OC G-SYNC Support GeForce GTX 780 Ti 3GB 384-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,5.0
PNY,2048,NVIDIA,Single Fan,1 x DVI,1/17/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI,111.1504,PCI Express 3.0 x16,266.7,4096 x 2160,256-Bit,4GB,GDDR5,VCGGTX9804XPB-CG,OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,1216,1126,7000.0,21.0,465.0,"PNY GeForce GTX 980 4GB CG EDITION, VCGGTX9804XPB-CG",4.0
PNY,2048,NVIDIA,Single Fan,1 x Dual-link DVI,8/28/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x mini HDMI,111.25200000000001,PCI Express 3.0 x16,284.48,4096 x 2160 (Digital),256-Bit,4GB,GDDR4,VCGGTX9804XPB-XP-OC,OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,1329,1228,7.0,11.0,499.99,"PNY GeForce GTX 980 4GB XLR8 OC EDITION, VCGGTX9804XPB-XP-OC",4.0
PNY,2048,NVIDIA,Single Fan,1 x Dual-link DVI,2/14/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,NONE,111.25200000000001,PCI Express 3.0 x16,284.48,4096 x 2160 (Digital),256-Bit,4GB,GDDR5,RGMGTX98N3H4GM-KTM,OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,0,1228,7.0,1.0,389.0,PNY GeForce GTX 980 RGMGTX98N3H4GM-KTM 4GB GDDR5 Video Card,5.0
ZOTAC,2048,NVIDIA,Triple fan cooler,1 x DL-DVI,6/3/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI,111.25200000000001,PCI Express 3.0 x16,277.876,4096 x 2160,256-Bit,4GB,GDDR5,ZT-90204-10P,OpenGL 4.4,3-Way SLI,Dual Slot,GTX 980,1266,1165,7010.0,33.0,475.0,"ZOTAC GeForce GTX 980 4GB, ZT-90204-10P",4.0
ZOTAC,2816,NVIDIA,Triple fan cooler,1 x Dual-link DVI (2560 x 1600),12/13/2019,DirectX 12,3 x DisplayPort 1.2 (4k @ 60 Hz),Yes,GeForce GTX 980 Ti,NVIDIA GeForce GTX 900 Series,1 x HDMI (4k @ 60 Hz),111.25200000000001,PCI Express 3.0,266.7,2560 x 1600 (DL-DVI),384-Bit,6GB,GDDR5,ZT-90501-10P,OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,1076,1000,7010.0,9.0,574.0,"ZOTAC GeForce GTX 980 Ti 6GB, ZT-90501-10P",4.0
MSI,2048,NVIDIA,Double Fans,1 x DVI,12/10/2018,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI,139.954,PCI Express 3.0 x16,278.892,4096 x 2160,256-Bit,4GB,GDDR5,GTX 980 GAMING 4G,OpenGL 4.4,Quad SLI,Dual Slot,GTX 980,1317,1216,7010.0,156.0,499.0,MSI GeForce GTX 980 GAMING 4G,5.0
MSI,2048,NVIDIA,Double Fans,1 x DL-DVI-I,12/9/2018,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI,139.954,PCI Express 3.0 x16,278.892,4096 x 2160,256-Bit,4GB,GDDR5,GTX 980 GAMING 4G LE,OpenGL 4.4,Quad SLI,Dual Slot,GTX 980,1253,1152,7010.0,6.0,499.0,MSI GeForce GTX 980 DirectX 12 GTX 980 GAMING 4G LE 4GB 256-Bit GDDR5 HDCP Ready SLI Support ATX Video Card,4.0
MSI,2816,NVIDIA,Single Fan,1 x DL-DVI-I,12/5/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980 Ti,NVIDIA GeForce GTX 900 Series,1 x HDMI,109.98200000000001,PCI Express 3.0,275.082,4096 x 2160,384-Bit,6GB,GDDR5,GTX 980Ti 6GD5,OpenGL 4.4,Quad SLI,Dual Slot,GTX 980,1076,1000,7010.0,12.0,530.0,MSI GeForce GTX 980 Ti DirectX 12 GTX 980Ti 6GD5 6GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support ATX Video Card,5.0
MSI,2816,NVIDIA,Double Fans,1 x Dual-link DVI-I,12/6/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980 Ti,NVIDIA GeForce GTX 900 Series,1 x HDMI,139.954,PCI Express 3.0 x16,268.986,4096 x 2160,384-Bit,6GB,GDDR5,GTX 980TI GAMING 6G,OpenGL 4.4,Quad SLI,Dual Slot,GTX 980,1279,1178,7010.0,191.0,559.0,MSI GeForce GTX 980 Ti GAMING 6G,5.0
MSI,2816,NVIDIA,Double Fans,1 x DL-DVI-I,9/16/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI,134.874,PCI Express 3.0,277.11400000000003,4096 x 2160,256-Bit,4GB,GDDR5,GTX 980 4GD5T OC,OpenGL 4.4,Quad SLI,Dual Slot,GTX 980,1102,1190,7010.0,8.0,499.0,MSI GeForce GTX 980 4GD5T OC,5.0
MSI,2816,NVIDIA,Double Fans,1 x Dual-link DVI-I,12/6/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980 Ti,NVIDIA GeForce GTX 900 Series,1 x HDMI,139.954,PCI Express 3.0 x16,268.986,4096 x 2160,384-Bit,6GB,GDDR5,VDGTX980TIGM6G,OpenGL 4.4,Quad SLI,Dual Slot,GTX 980,1279,1178,7010.0,2.0,420.0,MSI GeForce GTX 980 Ti GAMING 6G,5.0
ASUS,2816,NVIDIA,Triple Fans,1 x DVI-I,10/7/2020,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980 Ti,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,152.14600000000004,PCI Express 3.0,305.0540000000001,4096 x 2160,384-Bit,6GB,GDDR5,STRIX-GTX980TI-DC3-6GD5-GAMING,OpenGL 4.5,SLI Ready,Dual Slot,GTX 980,1075,1000,7010.0,0.0,309.99,ASUS GeForce GTX 980 Ti STRIX-GTX980TI-DC3-6GD5-GAMING 6GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,4.0
ASUS,2048,NVIDIA,Double Fans,1 x DVI-I,4/8/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI,134.62,PCI Express 3.0,288.5440000000001,4096 x 2160,256-Bit,4GB,GDDR5,STRIX-GTX980-DC2OC-4GD5,OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,1279,1178,7010.0,291.0,449.0,ASUS GeForce GTX 980 STRIX-GTX980-DC2OC-4GD5 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,
GIGABYTE,2048,NVIDIA,WINDFORCE 3X,1 x Dual-link DVI-I1 x DVI-D,4/14/2020,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI,129.032,PCI Express 3.0,311.9120000000001,4096 x 2160,256-Bit,4GB,GDDR5,GV-N980G1 GAMING-4GD,OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,1354,1253,7010.0,82.0,510.0,"GIGABYTE GeForce GTX 980 4GB G1 GAMING OC EDITION, GV-N980G1 GAMING-4GD",4.0
GIGABYTE,2048,NVIDIA,Triple Fans,1 x Dual-link DVI-I1 x Dual-link DVI-D,5/12/2020,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI,129.032,PCI Express 3.0,311.9120000000001,Digital: 4096 x 2160Analog: 2048 x 1536,256-Bit,4GB,GDDR5,GV-N980WF3OC-4GD (rev. 1.0/1.1),OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,1304,1203,7010.0,14.0,510.0,"GIGABYTE GeForce GTX 980 4GB WINDFORCE 3X OC EDITION, GV-N980WF3OC-4GD",4.0
GIGABYTE,2048,NVIDIA,WINDFORCE 3X,1 x Dual-link DVI-I1 x DVI-D,7/11/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI,129.032,PCI Express 3.0,311.9120000000001,4096 x 2160,256-Bit,4GB,GDDR5,GV-N980G1 GAMING-4GD,OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,1329,1228,7010.0,5.0,475.0,GIGABYTE GV-N980G1 GAMING-4GD GeForce GTX 980 4GB 256-Bit GDDR5 PCI Express 3.0 SLI Support G-SYNC Support Video Card Certified Refurbished,4.0
GIGABYTE,2048,NVIDIA,WINDFORCE 3X,1 x Dual-link DVI-I1 x Dual-link DVI-D,8/26/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980 Ti,NVIDIA GeForce GTX 900 Series,1 x HDMI,129.032,PCI Express 3.0 x16,294.894,Digital: 4096 x 2160Analog: 2048 x 1536,384-Bit,6GB,GDDR5,GV-N98TG1 GAMING-6GD,OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,1291,1190,7010.0,291.0,485.0,GIGABYTE GeForce GTX 980 Ti GV-N98TG1 6GD G1b GAMING OC Edition - Certified Refurbished,4.0
EVGA,2816,NVIDIA,Double Fans,1 x Dual-link DVI-I,2/22/2019,DirectX 12,3 x DisplayPort 1.2,Yes,GeForce GTX 980 Ti,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,111.25200000000001,PCI Express 3.0 x16,266.7,Analog: 2048 x 1536Digital: 4096 x 2160,384-Bit,6GB,GDDR5,06G-P4-4995-KR,OpenGL 4.5,"2 Way, 3 Way, or 4 Way SLI",Dual Slot,GTX 980,1190,1102,7010.0,270.0,525.0,"EVGA GeForce GTX 980 Ti 06G-P4-4995-KR 6GB SC+ GAMING w/ACX 2.0+, Whisper Silent Cooling w/ Free Installed Backplate Graphics Card",4.0
EVGA,2816,NVIDIA,Hybrid Cooler,1 x Dual-link DVI,3/27/2019,DirectX 12,3 x DisplayPort 1.2,Yes,GeForce GTX 980 Ti Hybrid,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,111.25200000000001,PCI Express 3.0 x16,266.7,Analog: 2048 x 1536Digital: 4096 x 2160,384-Bit,6GB,GDDR5,06G-P4-1996-KR,OpenGL 4.5,"2 Way, 3 Way, or 4 Way SLI",Dual Slot,GTX 980,1228,1140,7010.0,119.0,599.0,"EVGA GeForce GTX 980 Ti 06G-P4-1996-KR 6GB HYBRID GAMING, ""All in One"" No Hassle Water Cooling, Just Plug and Play Graphics Card",5.0
ASUS,2048,NVIDIA,Double Fans,1 x DVI-I,10/7/2020,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,134.62,PCI Express 3.0,288.5440000000001,4096 x 2160,256-Bit,4GB,GDDR5,STRIX-GTX980-DC2OC-4GD5,OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,1279,1178,7010.0,0.0,199.99,ASUS GeForce GTX 980 STRIX-GTX980-DC2OC-4GD5 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,4.0
ASUS,2048,NVIDIA,With Fan,1 x Native Dual-link DVI-I,10/7/2020,DirectX 12,3 x Native DisplayPort 1.2,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x Native HDMI 2.0,152.4,PCI Express 3.0,297.18,4096 x 2160,256-Bit,4GB,GDDR5,MATRIX-GTX980-P-4GD5,OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,1342,1241,7010.0,0.0,249.99,ASUS ROG GeForce GTX 980 MATRIX-GTX980-P-4GD5 4GB 256-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Gaming Video Card,4.0
ASUS,2816,NVIDIA,Triple Fans,1 x Native DVI,10/7/2020,DirectX 12,3 x Native DisplayPort,Yes,GeForce GTX 980 Ti,NVIDIA GeForce GTX 900 Series,1 x Native HDMI 2.0,152.14600000000004,PCI Express 3.0,305.0540000000001,4096 x 2160,384-Bit,6GB,GDDR5,STRIX-GTX980TI-DC3OC-6GD5-GAMING,OpenGL 4.5,SLI Ready,Dual Slot,GTX 980,0,1216,7200.0,0.0,309.99,ASUS GeForce GTX 980 Ti STRIX-GTX980TI-DC3OC-6GD5-GAMING 6GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support Video Card,4.0
MSI,2816,NVIDIA,Single Fan,1 x DL-DVI-I,12/5/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980 Ti,NVIDIA GeForce GTX 900 Series,1 x HDMI,109.98200000000001,PCI Express 3.0,275.082,4096 x 2160,384-Bit,6GB,GDDR5,GTX 980Ti 6GD5,OpenGL 4.4,Quad SLI,Dual Slot,GTX 980,1076,1000,7010.0,0.0,420.0,MSI GeForce GTX 980 Ti DirectX 12 GTX 980Ti 6GD5 6GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support ATX Video Card,
EVGA,2048,NVIDIA,Single Fan,1 x DVI,1/4/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI,111.25200000000001,PCI Express 3.0,266.7,4096 x 2160,256-Bit,4GB,GDDR5,04G-P4-2982-KR,OpenGL 4.4,Quad SLI,Dual Slot,GTX 980,1342,1241,7010.0,88.0,480.0,"EVGA GeForce GTX 980 04G-P4-2982-KR 4GB SC GAMING, Silent Cooling Graphics Card",5.0
EVGA,2048,NVIDIA,Double Fans,1 x DVI,12/10/2018,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI,111.25200000000001,PCI Express 3.0 x16,266.7,4096 x 2160,256-Bit,4GB,GDDR5,04G-P4-2983-KR,OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,1367,1266,7010.0,232.0,475.0,"EVGA GeForce GTX 980 04G-P4-2983-KR 4GB SC GAMING w/ACX 2.0, 26% Cooler and 36% Quieter Cooling Graphics Card",5.0
EVGA,2048,NVIDIA,Double Fans,1 x Dual-link DVI-I,1/4/2019,DirectX 12,3 x DisplayPort 1.2,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,150.876,PCI Express 3.0 x16,279.4,Analog: 2048 x 1536Digital: 4096 x 2160,256-Bit,4GB,GDDR5,04G-P4-5988-KR,OpenGL 4.5,"2-Way, 3-Way, or 4-Way SLI",Dual Slot,GTX 980,1418,1304,7010.0,13.0,539.0,"EVGA GeForce GTX 980 04G-P4-5988-KR 4GB K|NGP|N GAMING w/ACX 2.0+, Whisper Silent w/ Multi-Color LED Cooler, Customized Overclocking Graphics Card",5.0
EVGA,2048,NVIDIA,Hybrid Cooler,1 x DVI-I,4/3/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980 Hybrid,NVIDIA GeForce GTX 900 Series,1 x HDMI,111.25200000000001,PCI Express 3.0,266.7,4096 x 2160,256-Bit,4GB,GDDR5,04G-P4-1989-KR,OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,1393,1291,7010.0,0.0,439.0,"EVGA GeForce GTX 980 04G-P4-1989-KR 4GB HYBRID GAMING, ""All in One"" No Hassle Water Cooling, Just Plug and Play Graphics Card",4.0
EVGA,2048,NVIDIA,Hybrid Cooler,1 x DVI-I,9/11/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI,111.25200000000001,PCI Express 3.0,266.7,4096 x 2160,256-Bit,4GB,GDDR5,04G-P4-1980-KR,OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,1216,1126,7010.0,2.0,460.0,"EVGA GeForce GTX 980 04G-P4-1980-KR 4GB GAMING, Silent Cooling Graphics Card",3.0
MSI,2048,NVIDIA,Double Fans,1 x Dual-link DVI-I,10/23/2020,DirectX 12,3 x DisplayPort 1.2,Yes,GeForce GTX 980 Ti,NVIDIA GeForce GTX 900 Series,1 x HDMI,134.874,PCI Express 3.0,277.11400000000003,4096 x 2160,384-Bit,6GB,GDDR5,GTX 980TI 6GD5T,OpenGL 4.5,Quad SLI,Dual Slot,GTX 980,1190,1102,7010.0,0.0,465.0,MSI GeForce GTX 980 Ti DirectX 12 GTX 980TI 6GD5T 6GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support ATX Video Card,
MSI,2048,NVIDIA,Double Fans,1 x DVI,5/9/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI,139.954,PCI Express 3.0 x16,278.892,4096 x 2160,256-Bit,4GB,GDDR5,GTX 980 GAMING 4G,OpenGL 4.4,Quad SLI,Dual Slot,GTX 980,1317,1216,7010.0,0.0,380.0,MSI GeForce GTX 980 DirectX 12 GTX 980 GAMING 4G 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready SLI Support G-SYNC Support Video Card,
NONE,1792,NVIDIA,Triple Fans,1 x DVI,3/25/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI,139.954,PCI Express 3.0,278.892,4096 x 2160,256-Bit,4GB,GDDR5,NONE,OpenGL 4.4,Quad SLI,Dual Slot,GTX 980,0,1127,7010.0,0.0,324.99,"CORN GTX 980 256-Bit 4GB GDDR5 Graphic Card with three fans 1792 CUDASVideo Card GPU PCI Express 3.0 3×DP/1×DVI-D/1×HDMI,Play for LOL,DOTA,COD,War Thunder etc.",
NONE,1792,NVIDIA,Triple Fans,1 x DVI,12/18/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,NONE,139.954,PCI Express 3.0,278.892,4096 x 2160,256-Bit,4GB,GDDR5,NONE,OpenGL 4.4,Quad SLI,Dual Slot,GTX 980,0,1127,7010.0,1.0,385.0,EVGA Nvidia Geforce GTX 980 4GB GDDR5 (04G-P4-2980-KR) Graphics Video Card GPU,5.0
EVGA,1792,NVIDIA,Double Fans,1 x DVI,12/18/2019,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980 Ti,NVIDIA GeForce GTX 900 Series,NONE,139.954,PCI Express 3.0,278.892,4096 x 2160,256-Bit,6GB,GDDR5,NONE,OpenGL 4.4,Quad SLI,Dual Slot,GTX 980,0,1127,7010.0,0.0,399.0,EVGA GeForce GTX 980 Ti SC GAMING ACX 2.0 6GB Graphics Card 06G-P4-4995-KR,
EVGA,2816,NVIDIA,Double Fans,1 x DVI,9/11/2019,DirectX 12,3 x DisplayPort 1.2,Yes,GeForce GTX 980 Ti,NVIDIA GeForce GTX 900 Series,1 x HDMI 2.0,111.25200000000001,PCI Express 3.0 x16,266.7,4096 x 2160,384-Bit,6GB,GDDR5,06G-P4-4996-KR,OpenGL 4.5,Quad SLI,Dual Slot,GTX 980,1291,1190,7010.0,0.0,480.0,"EVGA GeForce GTX 980 Ti 06G-P4-4996-KR 6GB FTW GAMING w/ACX 2.0+, Whisper Silent Cooling w/ Free Installed Backplate Graphics Card",
EVGA,2048,NVIDIA,Double Fans,1 x DVI,4/28/2020,DirectX 12,3 x DisplayPort,Yes,GeForce GTX 980,NVIDIA GeForce GTX 900 Series,1 x HDMI,111.25200000000001,PCI Express 3.0,266.7,4096 x 2160,256-Bit,4GB,GDDR5,04G-P4-1980-KR,OpenGL 4.4,SLI Ready,Dual Slot,GTX 980,1216,1126,7010.0,0.0,395.0,EVGA GeForce GTX 980 04G-P4-1980-KR 4GB 256-Bit GDDR5 PCI Express 3.0 Graphics Card,
EVGA,2816,NVIDIA,Air Cooler,1 x DVI,8/23/2020,DirectX 12,2 x DisplayPort,Yes,GeForce GTX 980 Ti,NVIDIA GeForce GTX 900 Series,2 x HDMI,109.98200000000001,PCI Express 3.0 x16,275.082,4096 x 2160,384-Bit,6GB,GDDR5,06G-P4-3998-RX,OpenGL 4.4,4-Way SLI,Dual Slot,GTX 980,1076,1000,7010.0,0.0,459.0,EVGA GeForce GTX 980 Ti VR Edition DirectX 12 GTX 980Ti 6GB 384-Bit GDDR5 PCI Express 3.0 HDCP Ready SLI Support ATX Video Card,
