,brand,model,product_name,price,rating,shipping,url
0,GIGABYTE,RX 570,GIGABYTE Radeon RX 570 DirectX 12 GV-RX570GAMING-4GD REV2.0 4GB 256-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,$268.99 (2 Offers)–,4,Special Shipping,https://www.newegg.com/gigabyte-radeon-rx-570-gv-rx570gaming-4gd-rev2-0/p/N82E16814932242?Description=RX
1,GIGABYTE,RX 570,GIGABYTE Radeon RX 570 DirectX 12 GV-RX570GAMING-4GD REV2.0 4GB 256-Bit GDDR5 PCI Express 3.0 x16 ATX Video Card,$151.99 –,,Free Shipping,https://www.newegg.com/gigabyte-radeon-rx-570-gv-rx570gaming-4gd-rev2-0/p/N82E16814932242R?Description=RX
2,MSI,RX 570,MSI Radeon RX 570 DirectX 12 RX 570 ARMOR 8G OC 8GB 256-Bit GDDR5 PCI Express x16 HDCP Ready CrossFireX Support ATX Video Card,$179.99 (12 Offers)–,3,Free Shipping,https://www.newegg.com/msi-radeon-rx-570-rx-570-armor-8g-oc/p/N82E16814137256?Description=RX
3,XFX,RX 570,XFX Radeon RX 570 Black Edition DirectX 12 RX-570P8DBD6 8GB 256-Bit DDR5 PCI Express 3.0 CrossFireX Support Video Card,$219.99 (1 Offers)–,4,Free Shipping,https://www.newegg.com/xfx-radeon-rx-570-rx-570p8dbd6/p/1DW-000W-00028?Description=RX
4,Sapphire,RX 570,"Sapphire NITRO+ Radeon RX 570 8GB GDDR5 PCI-E Dual HDMI / DVI-D / Dual DP w/ Backplate (UEFI), 100412NT+8GL",$239.99 –,4,Free Shipping,https://www.newegg.com/sapphire-radeon-rx-570-100412nt-8gl/p/N82E16814202282?Description=RX
5,MSI,RX 570,MSI Radeon RX 570 DirectX 12 RX 570 ARMOR MK2 8G OC 8GB 256-Bit GDDR5 PCI Express x16 HDCP Ready CrossFireX Support Video Card,$611.99 –,4,Free Shipping,https://www.newegg.com/msi-radeon-rx-570-rx-570-armor-mk2-8g-oc/p/N82E16814137291?Description=RX
6,PowerColor,RX 570,PowerColor RED DRAGON Radeon RX 570 DirectX 12 AXRX 570 4GBD5-3DHD/OC 4GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Video Card,$228.98 (2 Offers)–,4,Free Shipping,https://www.newegg.com/powercolor-radeon-rx-570-axrx-570-4gbd5-3dhd-oc/p/N82E16814131717?Description=RX
7,XFX,RX 570,XFX RS XXX Edition Radeon RX 570 DirectX 12 RX-570P427D6 4GB OC+ 1284 MHz XFX Custom Backplate 256-Bit DDR5 PCI Express 3.0 CrossFireX Support Video Card,$201.13 (3 Offers)–,4,Free Shipping,https://www.newegg.com/xfx-radeon-rx-570-rx-570p427d6/p/N82E16814150795?Description=RX
8,Sapphire,RX 570,SAPPHIRE PULSE Radeon RX 570 DirectX 12 11266-66-20G 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Card,$299.40 (2 Offers)–,4,Free Shipping,https://www.newegg.com/sapphire-radeon-rx-570-11266-66-20g/p/N82E16814202363?Description=RX
9,ASUS,RX 570,ASUS ROG Strix Radeon RX 570 O4G Gaming OC Edition GDDR5 DP HDMI DVI VR Ready AMD Graphics Card (ROG-STRIX-RX570-O4G-GAMING),$318.99 (1 Offers)–,4,$10.99 Shipping,https://www.newegg.com/asus-radeon-rx-570-rog-strix-rx570-o4g-gaming/p/N82E16814126189?Description=RX
10,XFX,RX 570,XFX Radeon RX 570 DirectX 12 RX-570P8DFD6 8GB 256-Bit DDR5 PCI Express 3.0 CrossFireX Support Video Card,,4,Free Shipping,https://www.newegg.com/xfx-radeon-rx-570-rx-570p8dfd6/p/N82E16814150815?Description=RX
11,GIGABYTE,RX 570,GIGABYTE Radeon RX 570 DirectX 12 GV-RX570GAMING-4GD 4GB 256-Bit GDDR5 PCI Express 3.0 x16 CrossFireX Support ATX Video Card,$179.99 –,4,Free Shipping,https://www.newegg.com/gigabyte-radeon-rx-570-gv-rx570gaming-4gd/p/N82E16814125966?Description=RX
12,XFX,RX 570,XFX Radeon RX 570 8GB DirectX 12 RX-570P8DFD6 256-Bit DDR5 PCI Express 3.0 CrossFireX Support Video Graphics Card,$269.99 –,,Free Shipping,https://www.newegg.com/xfx-radeon-rx-570-rx-570p8dfd6/p/27N-0002-000G4?Description=RX
13,PowerColor,RX 570,PowerColor Radeon RX 570 DirectX 12 AXRX 570 8GBD5-DMV3 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Cryptocurrency Video Card - Brown Box (Only Comes with Driver + Manual),$289.00 –,3,Free Shipping,https://www.newegg.com/powercolor-radeon-rx-570-axrx-570-8gbd5-dmv3/p/N82E16814131736?Description=RX
14,PowerColor,RX 570,PowerColor Radeon RX 570 DirectX 12 AXRX 570 8GBD5-DMV3 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support ATX Cryptocurrency Video Card - Brown Box (Only Comes with Driver + Manual),$254.99 –,1,$4.19 Shipping,https://www.newegg.com/powercolor-radeon-rx-570-axrx-570-8gbd5-dmv3/p/N82E16814131736R?Description=RX
15,MSI,RX 570,MSI Radeon RX 570 DirectX 12 RX 570 ARMOR 8G OC 8GB 256-Bit GDDR5 PCI Express x16 HDCP Ready CrossFireX Support ATX Video Card,$237.99 (2 Offers)–,,Free Shipping,https://www.newegg.com/msi-radeon-rx-570-rx-570-armor-8g-oc/p/27N-0023-000U4?Description=RX
16,Corn,RX 570,CORN AMD Radeon RX 570 Graphic Card Video Card GPU 4GB 256-Bit GDDR5 PCI Express x16 HDCP DirectX12 DVI-D/DP/HDMI,$823.99 –,,Free Shipping,https://www.newegg.com/p/27N-003A-00001?Description=RX
17,Sapphire,RX 570,Sapphire 11266-04-20G Radeon PULSE RX 570 4GB GDDR5 DUAL HDMI / DVI-D / DUAL DP OC with backplate (UEFI) PCI-E Graphics Card,$499.95 –,3,Free Shipping,https://www.newegg.com/sapphire-radeon-rx-570-11266-04-20g/p/1FT-000B-000D5?Description=RX
18,Sapphire,RX 570,SAPPHIRE PULSE Radeon RX 570 DirectX 12 11266-36-20G 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Cards,$399.90 –,2,Free Shipping,https://www.newegg.com/sapphire-radeon-rx-570-11266-36-20g/p/27N-0005-000P2?Description=RX
19,AMD,RX 570,AMD Radeon RX 570 4GB GDDR5 PCI Express 3.0 Gaming Graphics Card - OEM,$779.99 –,,Free Shipping,https://www.newegg.com/amd-radeon-rx-570/p/27N-0018-00089?Description=RX
20,ASRock,RX 570,ASRock Phantom Gaming X Radeon RX 570 DirectX 12 RX570 4G OC 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,$209.98 –,3,Free Shipping,https://www.newegg.com/asrock-radeon-rx-570-rx570-4g-oc/p/N82E16814930004?Description=RX
21,MSI,RX 570,MSI Radeon RX 570 DirectX 12 RX 570 ARMOR 4G OC 4GB 256-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support ATX Video Card,$269.00 –,3,Free Shipping,https://www.newegg.com/msi-radeon-rx-570-rx-570-armor-4g-oc/p/N82E16814137123?Description=RX
22,MSI,RX 570,MSI Radeon RX 570 DirectX 12 RX 570 GAMING X 8G 8GB 256-Bit GDDR5 PCI Express x16 HDCP Ready CrossFireX Support ATX Video Card,$199.99 –,5,Free Shipping,https://www.newegg.com/msi-radeon-rx-570-rx-570-gaming-x-8g/p/N82E16814137257?Description=RX
23,Sapphire,RX 570,SAPPHIRE PULSE Radeon RX 570 DirectX 12 11266-66-20G 8GB 256-Bit GDDR5 PCI Express 3.0 CrossFireX Support Video Card,$318.41 –,,$31.00 Shipping,https://www.newegg.com/sapphire-radeon-rx-570-11266-66-20g/p/N82E16814202366?Description=RX
24,Sapphire,RX 570,Sapphire 11266-09-20G Radeon NITRO+ RX 570 8GB GDDR5 DUAL HDMI / DVI-D / DUAL DP with backplate (UEFI) PCI-E Graphics Card,$599.95 –,,Free Shipping,https://www.newegg.com/sapphire-radeon-rx-570-11266-09-20g/p/1DW-0003-000C7?Description=RX
25,GIGABYTE,RX 570,GIGABYTE AORUS Radeon RX 570 DirectX 12 GV-RX570AORUS-4GD 4GB 256-Bit GDDR5 PCI Express 3.0 x16 CrossFireX Support ATX Video Card,$309.99 (1 Offers)–,4,Free Shipping,https://www.newegg.com/gigabyte-radeon-rx-570-gv-rx570aorus-4gd/p/N82E16814125965?Description=RX
