,brand,model,product_name,price,rating,shipping,url
0,PNY,GTX 980,PNY VCGGTX9804XPB-XP-OC GeForce GTX 980 4GB XLR8 OC EDITION Graphics Card,$445.00 –,,$13.50 Shipping,https://www.newegg.com/pny-geforce-gtx-980-vcggtx9804xpb-xp-oc/p/1FT-000P-002D4?Description=GTX
1,PNY,GTX 980,PNY GeForce GTX 980 4GB Founders Edition GDDR5 VCGGTX9804XPB-CG Video Card GPU,$389.00 –,,Free Shipping,https://www.newegg.com/p/1FT-000P-003F1?Description=GTX
2,ASUS,GTX 980,New Asus NVIDIA Video Card GeForce GTX 980 OC 4 GB GDDR5 DVI/HDMI/3DisplayPort PCI-Express 4GB(SaveMart),$499.00 –,,Free Shipping,https://www.newegg.com/p/1FT-000Y-00054?Description=GTX
3,EVGA,GTX 980,"EVGA GeForce GTX 980 Ti 6GB CLASSIFIED GAMING ACX 2.0+, Whisper Silent Cooling Graphic Card 06G-P4-4997-RX",$395.00 –,,Free Shipping,https://www.newegg.com/evga-geforce-gtx-980-ti-06g-p4-4997-rx/p/N82E16814487356?Description=GTX
4,EVGA,GTX 980,EVGA GeForce GTX 980 Ti DirectX 12 06G-P4-4991-RX 6GB 384-Bit GDDR5 PCI Express 3.0 x16 SLI Support Video Card,$399.00 –,5,Free Shipping,https://www.newegg.com/evga-geforce-gtx-980-ti-06g-p4-4991-rx/p/N82E16814487422?Description=GTX
5,ZOTAC,GTX 980,"ZOTAC GeForce GTX 980 Ti 6GB AMP!, ZT-90503-10P",,4,$4.69 Shipping,https://www.newegg.com/zotac-geforce-gtx-980-ti-zt-90503-10p/p/N82E16814500378?Description=GTX
6,EVGA,GTX 980,"EVGA GeForce GTX 980 Ti 06G-P4-4996-KR 6GB FTW GAMING w/ACX 2.0+, Whisper Silent Cooling w/ Free Installed Backplate Graphics Card",$585.00 (1 Offers)–,5,Free Shipping,https://www.newegg.com/evga-geforce-gtx-980-ti-06g-p4-4996-kr/p/N82E16814487160?Description=GTX
7,EVGA,GTX 980,EVGA GeForce GTX 980 DirectX 12 04G-P4-2986-RX 4GB 256-Bit GDDR5 PCI Express 3.0 x16 SLI Support FTW ACX 2.0 Video Card,$399.00 –,4,Free Shipping,https://www.newegg.com/evga-geforce-gtx-980-04g-p4-2986-rx/p/N82E16814487161?Description=GTX
8,EVGA,GTX 980,EVGA GeForce GTX 980 04G-P4-2982-RX 4GB 256-Bit GDDR5 PCI Express 3.0 Superclocked G-SYNC Support Video Card,$399.00 –,,Free Shipping,https://www.newegg.com/evga-geforce-gtx-980-04g-p4-2982-rx/p/N82E16814487189?Description=GTX
9,EVGA,GTX 980,"EVGA GeForce GTX 980 Ti 06G-P4-4998-RX 6GB CLASSIFIED GAMING w/ACX 2.0+, Whisper Silent Cooling w/ Free Installed Backplate Graphics Card",$425.00 –,4,Free Shipping,https://www.newegg.com/evga-geforce-gtx-980-ti-06g-p4-4998-rx/p/N82E16814487202?Description=GTX
