,brand,model,product_name,price,rating,shipping,url
0,ASUS,RTX 2070,ASUS Dual GeForce RTX 2070 DirectX 12 DUAL-RTX2070-O8G-MINI 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,$699.99 –,5,$20.00 Shipping,https://www.newegg.com/asus-geforce-rtx-2070-dual-rtx2070-o8g-mini/p/N82E16814126365?Description=rtx
1,ASUS,RTX 2070,ASUS Dual GeForce RTX 2070 DirectX 12 DUAL-RTX2070-O8G-EVO-V2 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,$684.97 (3 Offers)–,4,Free Shipping,https://www.newegg.com/asus-geforce-rtx-2070-dual-rtx2070-o8g-evo-v2/p/N82E16814126424?Description=rtx
2,GIGABYTE,RTX 2070,"GIGABYTE AORUS GeForce RTX 2070 Super 8G Graphics Card, WINDFORCE Stack, 8GB 256-Bit GDDR6, GV-N207SAORUS-8GC Video Card",$729.99 (4 Offers)–,3,$75.00 Shipping,https://www.newegg.com/gigabyte-geforce-rtx-2070-super-gv-n207saorus-8gc/p/N82E16814932170?Description=rtx
3,ASUS,RTX 2070,ASUS GeForce RTX 2070 Super Overclocked 8G EVO GDDR6 Dual-Fan Edition  HDMI DisplayPort Gaming Graphics Card (DUAL-RTX2070S-O8G-EVO),$689.99 (3 Offers)–,4,$75.00 Shipping,https://www.newegg.com/asus-geforce-rtx-2070-super-dual-rtx2070s-o8g-evo/p/N82E16814126332?Description=rtx
4,MSI,RTX 2070,MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 Super GAMING X 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$794.49 (5 Offers)–,5,Free Shipping,https://www.newegg.com/msi-geforce-rtx-2070-super-rtx-2070-super-gaming-x/p/N82E16814137445?Description=rtx
5,ASUS,RTX 2070,ASUS Dual GeForce RTX 2070 DirectX 12 DUAL-RTX2070-O8G 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,$579.99 –,2,$45.00 Shipping,https://www.newegg.com/asus-geforce-rtx-2070-dual-rtx2070-o8g/p/N82E16814126274?Description=rtx
6,GIGABYTE,RTX 2070,"GIGABYTE GeForce RTX 2070 Super GAMING OC 3X 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N207SGAMING OC-8GD Video Card",$864.81 (3 Offers)–,4,Free Shipping,https://www.newegg.com/gigabyte-geforce-rtx-2070-super-gv-n207sgaming-oc-8gd/p/N82E16814932212?Description=rtx
7,ASUS,RTX 2070,ASUS Turbo GeForce RTX 2070 SUPER TURBO-RTX2070S-8G-EVO 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready SLI Support Video Card,$824.97 (3 Offers)–,5,Free Shipping,https://www.newegg.com/asus-geforce-rtx-2070-super-turbo-rtx2070s-8g-evo/p/N82E16814126342?Description=rtx
8,MSI,RTX 2070,MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 Super Armor OC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$879.49 (3 Offers)–,5,Free Shipping,https://www.newegg.com/msi-geforce-rtx-2070-super-rtx-2070-super-armor-oc/p/N82E16814137446?Description=rtx
9,GIGABYTE,RTX 2070,GIGABYTE GeForce RTX 2070 SUPER DirectX 12 GV-N207SGAMINGOC WHITE-8GD 8GB 256-Bit GDDR6 PCI Express 3.0 x16 SLI Support ATX Video Card,$724.99 (5 Offers)–,4,$99.99 Shipping,https://www.newegg.com/gigabyte-geforce-rtx-2070-super-gv-n207sgamingoc-white-8gd/p/N82E16814932219?Description=rtx
10,MSI,RTX 2070,MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 SUPER VENTUS GP OC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$844.99 (4 Offers)–,4,$99.99 Shipping,https://www.newegg.com/msi-geforce-rtx-2070-super-rtx-2070-super-ventus-gp-oc/p/N82E16814137528?Description=rtx
11,EVGA,RTX 2070,"EVGA GeForce RTX 2070 SUPER XC HYBRID GAMING, 08G-P4-3178-KR, 8GB GDDR6, WATERCOOLED",$949.99 –,4,Special Shipping,https://www.newegg.com/evga-geforce-rtx-2070-super-08g-p4-3178-kr/p/N82E16814487457?Description=rtx
12,GIGABYTE,RTX 2070,GIGABYTE GeForce RTX 2070 DirectX 12 GV-N2070WF2-8GD 8GB 256-Bit GDDR6 PCI Express 3.0 x16 ATX Video Card,$794.98 (2 Offers)–,4,Free Shipping,https://www.newegg.com/gigabyte-geforce-rtx-2070-gv-n2070wf2-8gd/p/N82E16814932160?Description=rtx
13,MSI,RTX 2070,MSI GeForce RTX 2070 DirectX 12 RTX 2070 ARMOR 8G 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,$999.99 (4 Offers)–,4,Special Shipping,https://www.newegg.com/msi-geforce-rtx-2070-rtx-2070-armor-8g/p/N82E16814137366?Description=rtx
14,ASUS,RTX 2070,ASUS ROG Strix GeForce RTX 2070 DirectX 12 ROG-STRIX-RTX2070-O8G-GAMING 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,$569.99 –,3,$75.00 Shipping,https://www.newegg.com/asus-geforce-rtx-2070-rog-strix-rtx2070-o8g-gaming/p/N82E16814126266?Description=rtx
15,MSI,RTX 2070,MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 Super GAMING X 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$684.99 –,,$99.99 Shipping,https://www.newegg.com/p/1FT-0009-004U1?Description=rtx
16,MSI,RTX 2070,MSI GeForce RTX 2070 DirectX 12 RTX 2070 ARMOR 8G OC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,"$1,249.49 (2 Offers)–",4,Free Shipping,https://www.newegg.com/msi-geforce-rtx-2070-rtx-2070-armor-8g-oc/p/N82E16814137363?Description=rtx
17,ASUS,RTX 2070,ASUS ROG Strix GeForce RTX 2070 DirectX 12 ROG-STRIX-RTX2070-8G-GAMING 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,"$1,999.99 (1 Offers)–",4,Free Shipping,https://www.newegg.com/asus-geforce-rtx-2070-rog-strix-rtx2070-8g-gaming/p/N82E16814126270?Description=rtx
18,EVGA,RTX 2070,"EVGA GeForce RTX 2070 XC GAMING, 08G-P4-2172-KR, 8GB GDDR6, Dual HDB Fans & RGB LED",$869.99 –,3,Free Shipping,https://www.newegg.com/evga-geforce-rtx-2070-08g-p4-2172-kr/p/N82E16814487412?Description=rtx
19,ASUS,RTX 2070,ASUS Dual GeForce RTX 2070 SUPER DUAL-RTX2070S-A8G-EVO 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$734.59 (2 Offers)–,4,$25.00 Shipping,https://www.newegg.com/asus-geforce-rtx-2070-super-dual-rtx2070s-a8g-ev/p/N82E16814126394?Description=rtx
20,EVGA,RTX 2070,"EVGA GeForce RTX 2070 SUPER BLACK GAMING, 08G-P4-3071-KR, 8GB GDDR6",$534.99 (2 Offers)–,4,Free Shipping,https://www.newegg.com/evga-geforce-rtx-2070-super-08g-p4-3071-kr/p/N82E16814487456?Description=rtx
21,MSI,RTX 2070,MSI GeForce RTX 2070 SUPER DirectX 12 RTX 2070 SUPER VENTUS OC 8GB 256-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready SLI Support Video Card,$844.99 –,4,Free Shipping,https://www.newegg.com/msi-geforce-rtx-2070-super-rtx-2070-super-ventus-oc/p/N82E16814137438?Description=rtx
22,GIGABYTE,RTX 2070,"GIGABYTE GeForce RTX 2070 Super GAMING OC 8G Graphics Card, 3 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N207SGAMING OC-8GC Video Card",$719.99 (3 Offers)–,4,$45.00 Shipping,https://www.newegg.com/gigabyte-geforce-rtx-2070-super-gv-n207sgaming-oc-8gc/p/N82E16814932171?Description=rtx
23,PNY,RTX 2070,PNY GeForce RTX 2070 SUPER Graphic Card - 8 GB GDDR6,$857.06 –,2,$25.00 Shipping,https://www.newegg.com/p/N82E16814133796?Description=rtx
24,EVGA,RTX 2070,"EVGA GeForce RTX 2070 SUPER XC ULTRA GAMING, 08G-P4-3173-RX, 8GB GDDR6, Dual HDB Fans, RGB LED, Metal Backplate",$499.99 –,5,$9.99 Shipping,https://www.newegg.com/evga-geforce-rtx-2070-super-08g-p4-3173-rx/p/N82E16814487503?Description=rtx
