,brand,model,product_name,price,rating,shipping,url
0,EVGA,GTX 1650,"EVGA GeForce GTX 1650 KO ULTRA GDDR6 GAMING, 04G-P4-1457-KR, 4GB GDDR6, Dual Fan, Metal Backplate",$169.99 (5 Offers)–,5,$3.99 Shipping,https://www.newegg.com/evga-geforce-gtx-1650-04g-p4-1457-kr/p/N82E16814487514?Description=GTX
1,ASUS,GTX 1650,ASUS ROG Strix GeForce GTX 1650 SUPER Advanced 4GB Edition GDDR6 HDMI 2.0 DP 1.4 Gaming Graphics Card (ROG-STRIX-GTX1650S-A4G-GAMING),$189.99 (2 Offers)–,5,$3.99 Shipping,https://www.newegg.com/asus-geforce-gtx-1650-super-rog-strix-gtx1650s-a4g-gaming/p/N82E16814126363?Description=GTX
2,ASUS,GTX 1650,ASUS TUF Gaming GeForce GTX 1650 TUF-GTX1650-O4GD6-P-GAMING 4GB 128-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,$159.99 (4 Offers)–,3,$3.99 Shipping,https://www.newegg.com/asus-geforce-gtx-1650-tuf-gtx1650-o4gd6-p-gaming/p/N82E16814126445?Description=GTX
3,GIGABYTE,GTX 1650,GIGABYTE GeForce GTX 1650 DirectX 12 GV-N1656WF2OC-4GD (rev. 2.0) 4GB 128-Bit GDDR6 PCI Express 3.0 x16 ATX Video Card,$169.99 –,3,Free Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1650-gv-n1656wf2oc-4gd/p/N82E16814932314?Description=GTX
4,ASUS,GTX 1650,ASUS GeForce GTX 1650 SUPER Overclocked 4GB Phoenix Fan Edition HDMI DP DVI Graphics Card (PH-GTX1650S-O4G),$164.99 (6 Offers)–,4,$3.99 Shipping,https://www.newegg.com/asus-geforce-gtx-1650-super-ph-gtx1650s-o4g/p/N82E16814126357?Description=GTX
5,GIGABYTE,GTX 1650,"GIGABYTE GeForce GTX 1650 OC 4G Graphics Card, 2 x WINDFORCE Fans, 4GB 128-Bit GDDR5, GV-N1650OC-4GD Video Card",$159.99 (5 Offers)–,4,$0.99 Shipping,https://www.newegg.com/gigabyte-geforce-gtx-1650-gv-n1650oc-4gd/p/N82E16814932150?Description=GTX
6,MSI,GTX 1650,MSI GeForce GTX 1650 DirectX 12 GTX 1650 D6 GAMING X 4GB 128-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,$187.88 (7 Offers)–,5,Free Shipping,https://www.newegg.com/msi-geforce-gtx-1650-gtx-1650-d6-gaming-x/p/N82E16814137527?Description=GTX
7,ASUS,GTX 1650,ASUS TUF Gaming GeForce GTX 1650 TUF-GTX1650-O4GD6-GAMING 4GB 128-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,$159.99 –,,$3.99 Shipping,https://www.newegg.com/asus-geforce-gtx-1650-tuf-gtx1650-o4gd6-gaming/p/N82E16814126448?Description=GTX
8,MSI,GTX 1650,MSI GeForce GTX 1650 DirectX 12 GTX 1650 GAMING X 4G 4GB 128-Bit GDDR5 PCI Express 3.0 x16 HDCP Ready Video Card,$178.44 (5 Offers)–,5,$12.99 Shipping,https://www.newegg.com/msi-geforce-gtx-1650-gtx-1650-gaming-x-4g/p/N82E16814137417?Description=GTX
9,MSI,GTX 1650,MSI GeForce GTX 1650 SUPER DirectX 12 GTX 1650 Super Gaming X 4GB 128-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,$202.44 (3 Offers)–,5,$12.99 Shipping,https://www.newegg.com/msi-geforce-gtx-1650-super-gtx-1650-super-gaming-x/p/N82E16814137484?Description=GTX
